key,0,1
24,"TEXT_KINGKW303_05504_TODO_00","<If(LessThan(IntegerParameter(1),IntegerParameter(2)))><Sheet(Item,50977,0)/>を入手<Else/><If(Equal(IntegerParameter(4),19))><Sheet(Item,50032,0)/>と
<Sheet(Item,50053,0)/><Else/><If(Equal(IntegerParameter(4),20))><Sheet(Item,50033,0)/><Else/><If(Equal(IntegerParameter(4),21))><Sheet(Item,50034,0)/><Else/><If(Equal(IntegerParameter(4),22))><Sheet(Item,50035,0)/><Else/><If(Equal(IntegerParameter(4),23))><Sheet(Item,50036,0)/><Else/><If(Equal(IntegerParameter(4),24))><Sheet(Item,50037,0)/><Else/><If(Equal(IntegerParameter(4),25))><Sheet(Item,50038,0)/><Else/><If(Equal(IntegerParameter(4),27))><Sheet(Item,50039,0)/><Else/><If(Equal(IntegerParameter(4),28))><Sheet(Item,50040,0)/><Else/><If(Equal(IntegerParameter(4),30))><Sheet(Item,50041,0)/><Else/><If(Equal(IntegerParameter(4),31))><Sheet(Item,50043,0)/><Else/><If(Equal(IntegerParameter(4),32))><Sheet(Item,50042,0)/><Else/><If(Equal(IntegerParameter(4),33))><Sheet(Item,50044,0)/><Else/><If(Equal(IntegerParameter(4),34))><Sheet(Item,50045,0)/><Else/><If(Equal(IntegerParameter(4),35))><Sheet(Item,50046,0)/><Else/><If(Equal(IntegerParameter(4),37))><Sheet(Item,50047,0)/><Else/><If(Equal(IntegerParameter(4),38))><Sheet(Item,50048,0)/><Else/><If(Equal(IntegerParameter(4),39))><Sheet(Item,50049,0)/><Else/><If(Equal(IntegerParameter(4),40))><Sheet(Item,50050,0)/><Else/><If(Equal(IntegerParameter(4),41))><Sheet(Item,50051,0)/><Else/><If(Equal(IntegerParameter(4),42))><Sheet(Item,50052,0)/><Else/></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If></If>を装備から外して、所持し
ドドックリに<Sheet(Item,50977,0)/>を渡す</If>"
25,"TEXT_KINGKW303_05504_TODO_01",""
26,"TEXT_KINGKW303_05504_TODO_02",""
27,"TEXT_KINGKW303_05504_TODO_03",""
28,"TEXT_KINGKW303_05504_TODO_04",""
29,"TEXT_KINGKW303_05504_TODO_05",""
30,"TEXT_KINGKW303_05504_TODO_06",""
31,"TEXT_KINGKW303_05504_TODO_07",""
32,"TEXT_KINGKW303_05504_TODO_08",""
33,"TEXT_KINGKW303_05504_TODO_09",""
34,"TEXT_KINGKW303_05504_TODO_10",""
35,"TEXT_KINGKW303_05504_TODO_11",""
36,"TEXT_KINGKW303_05504_TODO_12",""
37,"TEXT_KINGKW303_05504_TODO_13",""
38,"TEXT_KINGKW303_05504_TODO_14",""
39,"TEXT_KINGKW303_05504_TODO_15",""
40,"TEXT_KINGKW303_05504_TODO_16",""
41,"TEXT_KINGKW303_05504_TODO_17",""
42,"TEXT_KINGKW303_05504_TODO_18",""
43,"TEXT_KINGKW303_05504_TODO_19",""
44,"TEXT_KINGKW303_05504_TODO_20",""
45,"TEXT_KINGKW303_05504_TODO_21",""
46,"TEXT_KINGKW303_05504_TODO_22",""
47,"TEXT_KINGKW303_05504_TODO_23",""
48,"TEXT_KINGKW303_05504_GEROLT_000_001","どうだ、ファントム包丁の性能を示す、
いい実演になったろ！？"
49,"TEXT_KINGKW303_05504_BRIGID_000_005","ムフフ、あのまま燃やしておいても良かったのだが、
周りに燃え移っても困るので、消しておいた余。"
50,"TEXT_KINGKW303_05504_SYSTEM_000_010","「<Sheet(Item,IntegerParameter(1),0)/>」および、
「<Sheet(Item,IntegerParameter(2),0)/>」を未所持または、
未装備の場合、『真のファントムウェポン』を受注できません。"
51,"TEXT_KINGKW303_05504_SYSTEM_000_011","「<Sheet(Item,IntegerParameter(1),0)/>」を所持、
または装備していないと、
『真のファントムウェポン』を受注できません。"
52,"TEXT_KINGKW303_05504_LYDIRCEIL_000_012","ふうっ、どうやら火は全部消えたみたいだな……。
いよいよファントム包丁で幻影を切り裂いて、
ファントムウェポンのさらなる性能を引き出すときだぜ。"
53,"TEXT_KINGKW303_05504_SYSTEM_000_013","クエスト『真のファントムウェポン』にて入手できる武器は、
現在のジョブ「<If(LessThan(PlayerParameter(68),8))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/><If(GreaterThan(PlayerParameter(68),18))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/></If></If>」の武器となります。
『真のファントムウェポン』を「<If(LessThan(PlayerParameter(68),8))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/><If(GreaterThan(PlayerParameter(68),18))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/></If></If>」で受けますか？"
54,"TEXT_KINGKW303_05504_Q1_000_000","<If(LessThan(PlayerParameter(68),8))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/><If(GreaterThan(PlayerParameter(68),18))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/></If></If>の武器を強化しますか？"
55,"TEXT_KINGKW303_05504_A1_000_001","もう少し考える"
56,"TEXT_KINGKW303_05504_A1_000_002","<If(LessThan(PlayerParameter(68),8))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/><If(GreaterThan(PlayerParameter(68),18))><Sheet(ClassJob,PlayerParameter(68),0)/><Else/></If></If>の武器を強化する"
57,"TEXT_KINGKW303_05504_SYSTEM_000_015","強化したい武器に応じたジョブとなり、
再度、リディルセイルに声をかけてください。"
58,"TEXT_KINGKW303_05504_LYDIRCEIL_000_016","それじゃあ、さっさと始めてくれよ。"
59,"TEXT_KINGKW303_05504_GEROLT_000_017","そうするつもりだったンだがよ……
さっきの試し斬りを見たときに気づいたことがあって、
もう一段、工夫を凝らしておいた方が良さそうなンだ。"
60,"TEXT_KINGKW303_05504_GEROLT_000_018","闇雲に幻影を切り裂いただけじゃ、
武器に宿ったエーテルに、微妙な偏りが生じちまってな。"
61,"TEXT_KINGKW303_05504_GEROLT_000_019","そこで、武器の核となる部分を新たに作り、
エーテルが1箇所に収斂するようにしたい。
そうすれば、完璧な状態で真の姿が暴かれるはずだ。"
62,"TEXT_KINGKW303_05504_LYDIRCEIL_000_020","武器自体にも前準備が必要ってわけか。
理屈はわかるが、結局また工程が増えてるな……。"
63,"TEXT_KINGKW303_05504_GEROLT_000_021","まあそう言うな。
幸い、素材の目星はついているからよ。"
64,"TEXT_KINGKW303_05504_GEROLT_000_022","探査隊が新たに発見した「<Sheet(Item,50977,0)/>」ってのを知ってるか？
武器の核にするには最適なものでな、それが3個もありゃ十分だ。"
65,"TEXT_KINGKW303_05504_LYDIRCEIL_000_023","……またひと手間増えちまったが、
「<Sheet(Item,50977,0)/>」はロウェナ商会と取引すれば手に入る。
3個揃ったら、素材の下処理のためドドックリに渡してくれ。"
66,"TEXT_KINGKW303_05504_LYDIRCEIL_000_025","「<Sheet(Item,50977,0)/>」が3個揃ったら、ドドックリに渡してくれ。
どうせゲロルトは自分じゃ素材の下処理をやらないからな。"
67,"TEXT_KINGKW303_05504_SYSTEM_000_030","「<Sheet(Item,50977,0)/>」は、
蜃気楼の町にいる「アーミナ」から交換できます。"
68,"TEXT_KINGKW303_05504_GEROLT_000_035","あぁン、どうして鉱石が必要だと先に言わないのかって？
オレ様だって、試し斬りするまでわからなかったンだから、
しょうがねえだろうがよ。"
69,"TEXT_KINGKW303_05504_BRIGID_000_040","余もゲロルトに同意するヨ。
やると決めたら微に入り細を穿つのが匠というものダ！"
70,"TEXT_KINGKW303_05504_DODOKKULI_000_100","ファントムウェポンの新たな核を製作するんですよね。
「<Sheet(Item,50977,0)/>」が3個必要だそうですが、集まりましたか？"
71,"TEXT_KINGKW303_05504_DODOKKULI_000_101","「<Sheet(Item,50977,0)/>」が集まったんですか？
では、「ファントムウェポン」を装備から外してください。"
72,"TEXT_KINGKW303_05504_SYSTEM_000_102","「<Sheet(Item,50977,0)/>」を納品すると、
所持している「ファントムウェポン」と交換で、
強化された新たな武器を入手できます。"
73,"TEXT_KINGKW303_05504_SYSTEM_000_103","ただし、装着されているマテリアは消失し、
戻ってきませんのでご注意ください。"
74,"TEXT_KINGKW303_05504_DODOKKULI_000_104","ありがとうございます、たしかに受け取りました。
では、こちらを核となる部材へと加工した後、
ゲロルトに組み込んでもらい……"
75,"TEXT_KINGKW303_05504_DODOKKULI_000_105","それからファントム包丁で幻影を切り裂いて、
ファントムウェポンの真の姿を暴くとしましょう！"
76,"TEXT_KINGKW303_05504_GEROLT_000_106","よし、「<Sheet(Item,50977,0)/>」を素材として、
ファントムウェポンに新たな核となる部位を組み込ンだ。
これで幻影を切り裂いたあともエーテル効率を高く維持できる。"
77,"TEXT_KINGKW303_05504_GEROLT_000_107","というわけで、いよいよファントム包丁を使って、
武器を包む幻影を切り裂くぜ！"
78,"TEXT_KINGKW303_05504_GEROLT_000_108","うおりゃあああああああああ！"
79,"TEXT_KINGKW303_05504_GEROLT_000_109","成功だ。
強化の恩恵を保持したまま、余分な幻影だけを取り去ったことで、
抑えられていた性能が完全解放されている……。"
80,"TEXT_KINGKW303_05504_GEROLT_000_110","これがファントムウェポンの真の姿……
「<Sheet(Item,IntegerParameter(1),0)/>」だ！"
81,"TEXT_KINGKW303_05504_GEROLT_000_111","これがファントムウェポンの真の姿……
「<Sheet(Item,IntegerParameter(1),0)/>」と……
「<Sheet(Item,IntegerParameter(2),0)/>」だ！"
82,"TEXT_KINGKW303_05504_GEROLT_000_112","思ったとおり、あらゆる性能において、
これまでの武器をすべて凌駕する最高の逸品だぜ。"
83,"TEXT_KINGKW303_05504_LYDIRCEIL_000_113","古の匠の技術を学び、積み重ねながらも、
最後にそれをすべて打ち砕く大胆な発想……。
当代随一の名工の知識と経験は、伊達じゃねえな！"
84,"TEXT_KINGKW303_05504_GEROLT_000_114","当代随一、か……"
85,"TEXT_KINGKW303_05504_GEROLT_000_115","武器を振るうことにかけちゃ、テメェの右に出るものはいねえ。
どうせなら、その記憶も上乗せしてみねえか？"
86,"TEXT_KINGKW303_05504_GEROLT_000_116","鈍いヤツだな、このファントムウェポンには、
さらに先の姿があるってことだよ！
ここまで来たンだ、とことんまでこだわってみようぜ！"
87,"TEXT_KINGKW303_05504_SYSTEM_000_117","これ以降、蜃気楼の町の「ドドックリ」から、
「<Sheet(Item,50977,0)/>」と引き換えに、
異なるジョブの「ファントムウェポン」を強化できます。"
