key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、残念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Je vous en prie, aidez-moi<Indent/>!","Des imps amateurs de miel en ont après notre rucher. Non seulement ils volent le précieux nectar, mais en plus ils tuent les abeilles qui essaient de protéger le fruit de leur labeur.","Si on ne les arrête pas, la production future risque d'être compromise. Ce serait une catastrophe pour les habitants d... Oh, purée<Indent/>! Les voilà<Indent/>! Aidez-moi, je vous en supplie<Indent/>!","Aider l'apiculteur<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Q-quoi<Indent/>? Mais sans miel, nous ne pourrons plus produire d'hydromel, et je ne suis pas sûr de vouloir vivre dans un monde sans hydromel...",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ouf...<Indent/>! Les oranges ont été cueillies et sont enfin rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre...","Le problème, c'est que je ne la vois pas venir et que j'entends déjà les rats griffer les rochers pour se frayer un chemin jusqu'ici. Ils ne mettront pas longtemps à atteindre les caisses.","Je vous en prie<Indent/>! Vous voulez bien m'aider en tenant les rats à distance jusqu'à l'arrivée des chocobos<Indent/>?","Aider le fermier<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Quel malheur<Indent/>! Sans votre aide, cette récolte risque d'être perdue...","Les oranges ont été cueillies et sont rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre..."
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ah, <If(PlayerParameter(4))>aventurière<Else/>aventurier</If><Indent/>! J'ai besoin de votre aide<Indent/>! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa<Indent/>!","Si on les laisse faire, ces gens seront subjugués et perdront leur âme<Indent/>! Leurs corps deviendront des coquilles vides, ne répondant qu'aux ordres du Primordial Ifrit.","Je vous en supplie, aidez-moi à libérer les villageois avant qu'on ne les mène au Cratère des tisons.","Offrir votre aide<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Les lames de cuivre ne peuvent donc compter que sur elles-mêmes, alors...","Ah, <If(PlayerParameter(4))>aventurière<Else/>aventurier</If><Indent/>! J'ai besoin de votre aide<Indent/>! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa<Indent/>!"
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Garde à vous...<Indent/>! Repos<Indent/>! Jeune <If(PlayerParameter(4))>fe<Else/>ho</If>mme, sache qu'une manœuvre destinée à entraîner les nouveaux éléments du Maelstrom va bientôt commencer.","Son objectif est de défendre le point de contrôle contre un assaut de fausses forces impériales.","Si tu le désires, tu peux y participer, toi aussi. Nul doute que ta présence en première ligne devrait donner l'exemple et motiver nos bleus.","Participer à l'exercice<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Dans ce cas, je te prie de t'écarter. Ce n'est pas un spectacle et je ne veux pas que mes hommes soient distraits pendant la manœuvre.",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Par les douze<Indent/>! Un<If(PlayerParameter(4))>e aventurière<Else/> aventurier</If><Indent/>! Vous tombez bien, mon ami<If(PlayerParameter(4))>e<Else/></If>.","Vous voyez, j'm'occupe d'labourer les vergers pour que les racines respirent mieux. Mais, à chaque pas que j'fais, j'tombe sur un trou creusé par ces maudites taupes.","J'me suis d'jà blessé à la jambe gauche et j'tiens pas m'casser la droite, alors j'pensais qu'vous pourriez vous charger de ces sales bestioles pour moi. Vous en dites quoi<Indent/>?","S'occuper des taupes<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mon père avait bien raison<Indent/>! On peut vraiment faire confiance aux aventuriers pour rétablir la justice en c'bas monde. Mais, assez parlé, à vous d'jouer<Indent/>!","","Mon père avait raison... On n'peut pas faire confiance aux aventuriers<Indent/>!",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Mon père m'disait qu'le meilleur endroit où frapper une taupe, c'est en plein sur leur caboche<Indent/>!","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Je vous en prie, vous devez m'aider<Indent/>! Les Amalj'aa sont à mes trousses<Indent/>! S'ils m'attrapent, je n'ai aucune chance<Indent/>!","Vous voyez, je devais m'infiltrer à Zanr'ak pour y voler leurs plans de bataille, mais j'ai été découvert et mené au Cratère des tisons pour y être subjugué. Par chance, j'ai réussi à m'échapper lorsque la calèche qui nous trans<SoftHyphen/>por<SoftHyphen/>tait, les autres esclaves et moi, a fait une sortie de route.","J'avais beau avoir un peu d'avance sur eux, leurs draconides de combat n'ont pas mis longtemps à retrouver ma trace et mes poursuivants ne sont plus très loin désormais. Je dois atteindre l'éthérite de Petite Ala Mhigo pour faire part de mes découvertes au commandant des sables, mais je n'y arriverai pas sans aide.","Escorter l'éclaireur jusqu'à Petite Ala Mhigo<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Votre refus me condamne à mort... ou pire, à être subjugué...",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Hé, vous êtes un<If(PlayerParameter(4))>e aventurière<Else/> aventurier</If>, vous<Indent/>! Pourriez-vous m'accorder un instant<Indent/>?","Les champs grouillent de callisias marines, d'horribles créatures végétales qui étouffent nos récoltes. Nous avons beau essayer de nous en débarrasser, pour chaque spécimen que nous éliminons, il y en a trois nouveaux qui ap<SoftHyphen/>pa<SoftHyphen/>rais<SoftHyphen/>sent<Indent/>!","Nous vous serions re<SoftHyphen/>con<SoftHyphen/>nais<SoftHyphen/>sants si vous pouviez nous aider à exterminer ces mauvaises plantes.","Aider les laboureurs<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","C'est vraiment gentil. Regardez<Indent/>! Les voilà<Indent/>!","","Toutes mes excuses, j'imagine que vous avez des affaires plus importantes à régler.",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Comme je vous l'ai dit, il y a trois nouveaux monstres pour chacun que nous tuons. Si seulement nos plantes poussaient aussi bien<Indent/>!","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Pourquoi<Indent/>!? Mais pourquoi, je vous le demande<Indent/>!","Pourquoi ces chapardeurs de galagos s'en prennent à ma farine<Indent/>!? Ce n'est pas comme s'ils pouvaient faire du pain ou des gâteaux au citron<Indent/>!","Eh bien, ça ne les empêche pas de piller mes greniers tous les jours. Si ça continue, je n'aurai plus rien à vendre au quartier marchand et je vais faire faillite. Je vous en prie<Indent/>! Pitié<Indent/>! Aidez-moi à repousser ces vilains voleurs de farine<Indent/>!","Aider la meunière<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Le niveau recommandé pour cet ALÉA est <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mille mercis<Indent/>! Je ne sais que dire pour vous remerci... Oh, par les Dieux, les voilà<Indent/>!","","Je vois... Peut-être y aura-t-il une âme charitable pour m'aider...",""
