key,0
31,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Table des arcanes<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permet de vérifier les cartes que vous avez obtenues avec <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tirage astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tirage ombral<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Les actions <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Atout I<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Atout II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Atout III<UIGlow>01</UIGlow><UIForeground>01</UIForeground> seront alors remplacées par des Arcanes vous permettant de bénéficier de divers effets."
32,"Table des arcanes et signes astraux"
33,"L'obtention de l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Arcane mineur<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fait s'afficher un symbole sur la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Table des arcanes<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Désormais, utiliser <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tirage astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tirage ombral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permettra de bénéficier respectivement de la carte <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Roi des couronnes<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Reine des couronnes<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
34,"Jauge des chakras"
35,"L'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Méditation profonde<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permet d'ouvrir un chakra à chaque utilisation. Leur nombre est indiqué dans la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge des chakras<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. S'ils sont tous ouverts, il vous sera possible d'utiliser <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Charge d'acier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Poing hurlant<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 40)."
36,"Chakras bestiaux et Nadis"
37,"L'obtention du trait <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Équilibre parfait amélioré<UIGlow>01</UIGlow><UIForeground>01</UIForeground> déverrouille la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de Chakra bestial<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ainsi que le <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nadi solaire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et le <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nadi lunaire<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Il existe trois types de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakras bestiaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakra de l'opo-opo<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakra du raptor<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakra du coeurl<UIGlow>01</UIGlow><UIForeground>01</UIForeground> que vous pouvez ouvrir à l'aide de certaines techniques d'armes.
Ouvrir trois <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakras bestiaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> identiques permet d'exécuter <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Champ-élixir<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Ouvrir trois <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakras bestiaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de deux types différents permet d'exécuter <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Révolution céleste<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Ouvrir trois <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakras bestiaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> différents permet d'exécuter <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Départ de flammes<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Champ-élixir<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Départ de flammes<UIGlow>01</UIGlow><UIForeground>01</UIForeground> permettent respectivement d'ouvrir le <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nadi lunaire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et le <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nadi solaire<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Le puissant <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Coup de pied tornade<UIGlow>01</UIGlow><UIForeground>01</UIForeground> peut être exécuté lorsque vous avez ouvert trois <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Chakras bestiaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (peu importe lesquels) et les deux <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nadis<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
38,"Jauge de l'éclair"
39,"L'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fraternité<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous octroie ainsi qu'aux équipiers alentour les effets <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fraternité combattante<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fraternité méditative<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et permet de cumuler un total de 10 chakras pendant la durée de l'effet."
40,"Jauge du dragon"
41,"L'obtention de l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Geirskögul<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous octroie le pouvoir des dragons, incarné par la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge du dragon<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Elle indique la durée d'effet restante de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sang du dragon<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pendant laquelle vos dégâts sont augmentés."
42,"Jauge du dragon"
43,"L'obtention du trait <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Maîtrise de la lance IV<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous octroie la <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fougue des dragons anciens<UIGlow>01</UIGlow><UIForeground>01</UIForeground> lorsque vous utilisez <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée Raiden<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fureur du dragon<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Cette fougue peut être intensifiée jusqu'au 2e degré, ce qui permet d'exécuter l'action dévastatrice <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée des dragons anciens<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
44,""
45,"Ceinture Kazematoi"
46,"Lorsque vous utilisez l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Perce-armure<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans un combo, vous gagnez des degrés de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Kazematoi<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, cumulables jusqu'à 5.
Ils peuvent être consommés en utilisant <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame éolienne<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, augmentant ainsi les dégâts de cette technique d'arme."
47,"Jauge de Ninki"
48,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de Ninki<UIGlow>01</UIGlow><UIForeground>01</UIForeground> indique quelle quantité de cette énergie vous avez accumulée grâce à vos techniques d'arme. Elle vous permet d'utiliser des actions telles que <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Kuchiyose Ogama<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bhavacakra<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 68)."
49,"Marque Setsugekka"
50,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Marque Setsugekka<UIGlow>01</UIGlow><UIForeground>01</UIForeground> indique si les effets <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sen<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Setsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (haut), <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Getsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (gauche) et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ka<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (droite) vous ont été octroyés en utilisant certaines techniques d'arme. En fonction de leur nombre, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Iaijutsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est remplacé par <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Higanbana<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tenka Goken<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Midare Setsugekka<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
51,"Jauge de Kenki"
52,"L'obtention du trait <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Maîtrise de Kenki<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fait apparaître à l'écran la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de Kenki<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, qui se remplit lorsque vous utilisez des techniques d'arme avec succès ou réduisez vos dégâts subis avec <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Troisième œil<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Elle permet de déclencher des actions de type <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hissatsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
53,"Jauge de chant"
54,"L'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ballade du mage<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fait apparaître une <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de chant<UIGlow>01</UIGlow><UIForeground>01</UIForeground> spécifique, qui indique sa durée d'effet restante.
Si <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inspiration poétique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> se déclenche pendant ce temps, les temps de recharge d'<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hémorragie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Pluie mortelle<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 45) sont réduits."
55,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“詩心”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>は<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ベノムバイト/コースティックバイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ウィンドバイト/ストームバイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>による継続ダメージの命中時に一定確率で発動します。戦歌を使い、詩心を付与させていくことで吟遊詩人の攻撃力を高めることができます。"
56,"L'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Péan martial<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fait apparaître une <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de chant<UIGlow>01</UIGlow><UIForeground>01</UIForeground> spécifique, qui indique sa durée d'effet restante.
Si <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inspiration poétique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> se déclenche pendant ce temps, un effet réduisant le délai des attaques automatiques et les temps de lancement et de recharge des techniques d'arme et des sorts de magie vous est octroyé. Il peut être cumulé jusqu'au quatrième degré."
57,"L'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Menuet du Vagabond<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fait apparaître une <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de chant<UIGlow>01</UIGlow><UIForeground>01</UIForeground> spécifique, qui indique sa durée d'effet restante.
Si <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inspiration poétique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> se déclenche pendant ce temps, l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ton parfait<UIGlow>01</UIGlow><UIForeground>01</UIForeground> devient disponible. La puissance de cette action dépend du degré d'<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inspiration poétique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (cumulable jusqu'à 3) au moment de son lancement."
58,"Jauge de voix de l'âme"
59,"Votre <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de voix de l'âme<UIGlow>01</UIGlow><UIForeground>01</UIForeground> se remplit à chaque fois que l'effet <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inspiration poétique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous est octroyé. Vous pouvez y puiser afin de lancer l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Trait alpha<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
60,"Thermovoltmètre"
61,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de chaleur<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du thermovoltmètre se remplit au fur et à mesure que vous utilisez certaines techniques d'arme. Elle vous permet d'utiliser l'action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hypercharge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui fait passer votre arme en <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Surchauffe<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Surchauffe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permet d'utiliser des actions comme <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Pyro-explosion<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 35) et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Arbalète automatique<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 52)."
62,"Thermovoltmètre"
63,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge de batterie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du thermovoltmètre se remplit lorsque vous utilisez certaines techniques d'arme et permet de lancer deux actions<Indent/>: <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Auto-tourelle Tour<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Automate Reine<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (nv 80). La première crée une tourelle qui tire sur les ennemis, la deuxième crée un puissant automate qui se bat à vos côtés."
64,"Jauge des éléments"
65,"La <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge des éléments<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous indique les effets <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Feu astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Glace ombrale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, octroyés respectivement en lançant des sorts de feu ou de glace. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Feu astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> augmente à la fois les dégâts et le coût en PM des sorts de feu. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Glace ombrale<UIGlow>01</UIGlow><UIForeground>01</UIForeground> permet de lancer les sorts de glace sans consommer de PM, mais aussi d'en récupérer lorsque ces derniers touchent leur cible. En outre, ces effets permettent également de lancer les sorts de l'élément opposé sans consommer de PM, mais en échange d'une puissance amoindrie."
66,"Lorsque vous bénéficiez de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Feu astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou de <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Glace ombrale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, le trait <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Énochien<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous octroie l'effet du même nom, indiqué par la jauge en surbrillance, en bas à droite de la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Jauge des éléments<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Énochien<UIGlow>01</UIGlow><UIForeground>01</UIForeground> augmente la puissance des sorts offensifs et prend fin si <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Feu astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Glace ombrale<UIGlow>01</UIGlow><UIForeground>01</UIForeground> se dissipe."
