key,0,1,2,3,4,5,6,7,8,9,10,11
9,27909,"poterie magique de chance",0,"poteries magiques de chance",0,0,1,1,0,"Poterie magique de chance","Augmente les chances qu'un coffre au trésor apparaisse lorsqu'un ennemi <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If> est vaincu.",6268
10,27910,"poterie magique de mutation",0,"poteries magiques de mutation",0,0,1,1,0,"Poterie magique de mutation","Transforme en crapaud, kappa ou poulet les ennemis qui s'approchent de vous.",6269
11,27911,"poterie magique de dissipation",0,"poteries magiques de dissipation",0,0,1,1,0,"Poterie magique de dissipation","Dissipe tous les effets magiques <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",6270
12,27912,"poterie magique de manticore",0,"poteries magiques de manticore",0,0,1,1,0,"Poterie magique de manticore","Vous transforme en manticore.",6271
13,27913,"poterie magique de succube",0,"poteries magiques de succube",0,0,1,1,0,"Poterie magique de succube","Vous transforme en succube.",6272
14,27916,"poterie magique d'intuition",0,"poteries magiques d'intuition",0,0,1,1,0,"Poterie magique d'intuition","Indique l'emplacement des trésors cachés. L'effet dure jusqu'à la découverte d'un de ces trésors.",6870
15,27914,"poterie magique de résurrection",0,"poteries magiques de résurrection",0,0,1,1,0,"Poterie magique de résurrection","Ranime le premier équipier qui a été rendu inconscient.",6868
16,27915,"poterie magique de Kuribu",0,"poteries magiques de Kuribu",0,0,1,1,0,"Poterie magique de Kuribu","Vous transforme en Kuribu.",6869
17,27919,"poterie magique d'incapacité",0,"poteries magiques d'incapacité",0,0,1,1,0,"Poterie magique d'incapacité","Inflige Capacité de combat réduite aux ennemis <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",11275
18,27917,"poterie magique d'invisibilité",0,"poteries magiques d'invisibilité",0,0,1,1,0,"Poterie magique d'invisibilité","Rend tous les membres de l'équipe invisibles.",11276
19,27918,"poterie magique de pétrification",0,"poteries magiques de pétrification",0,0,1,1,0,"Poterie magique de pétrification","Inflige Pétrification aux ennemis <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",11277
20,27920,"magismobjet de ralentissement",0,"magismobjets de ralentissement",0,0,1,0,0,"Magismobjet de ralentissement","Inflige Méga Lenteur aux ennemis <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",32144
21,27921,"magismobjet de Charybde",0,"magismobjets de Charybde",0,0,1,0,0,"Magismobjet de Charybde","Réduit à un seul chiffre les PV des ennemis <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",32145
22,27922,"magismobjet de cuirassé Dreadnaught",0,"magismobjets de cuirassé Dreadnaught",0,0,1,0,0,"Magismobjet de cuirassé Dreadnaught","Vous transforme en cuirassé Dreadnaught.",32146
23,27901,"magismobjet de désamorçage",0,"magismobjets de désamorçage",0,0,1,0,0,"Magismobjet de désamorçage","Désamorce tous les pièges <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",6259
24,27902,"magismobjet de localisation",0,"magismobjets de localisation",0,0,1,0,0,"Magismobjet de localisation","Révèle la carte <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If> et rend visibles les pièges qui s'y trouvent.",6260
25,27903,"magismobjet de puissance",0,"magismobjets de puissance",0,0,1,0,0,"Magismobjet de puissance","Augmente de 30% les dégâts que vous infligez et l'effet de vos sorts curatifs.",6262
26,27904,"magismobjet de protection",0,"magismobjets de protection",0,0,1,0,0,"Magismobjet de protection","Réduit de 40% les dégâts que vous subissez.",6263
27,27905,"magismobjet de décèlement",0,"magismobjets de décèlement",0,0,1,0,0,"Magismobjet de décèlement","Augmente le nombre de coffres au trésor <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> suivant<If(Equal(PlayerParameter(109),4))>e<Else/></If>.",6264
28,27906,"magismobjet de sécurisation",0,"magismobjets de sécurisation",0,0,1,0,0,"Magismobjet de sécurisation","Réduit le nombre d'ennemis <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> suivant<If(Equal(PlayerParameter(109),4))>e<Else/></If>.",6265
29,27907,"magismobjet d'affaiblissement",0,"magismobjets d'affaiblissement",0,0,1,0,0,"Magismobjet d'affaiblissement","Transforme en mimic ou en mandragore les ennemis d'une des salles <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> suivant<If(Equal(PlayerParameter(109),4))>e<Else/></If>.",6266
30,27908,"magismobjet d'anti-maléfice",0,"magismobjets d'anti-maléfice",0,0,1,0,0,"Magismobjet d'anti-maléfice","Dissipe l'altération d'état Maléfice.",6267
31,27909,"magismobjet de chance",0,"magismobjets de chance",0,0,1,0,0,"Magismobjet de chance","Augmente les chances qu'un coffre au trésor apparaisse lorsqu'un ennemi <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If> est vaincu.",6268
32,27910,"magismobjet de mutation",0,"magismobjets de mutation",0,0,1,0,0,"Magismobjet de mutation","Transforme en crapaud, kappa ou poulet les ennemis qui s'approchent de vous.",6269
33,27911,"magismobjet de dissipation",0,"magismobjets de dissipation",0,0,1,0,0,"Magismobjet de dissipation","Dissipe tous les effets magiques <Switch(PlayerParameter(109))><Case(1)>du sous-sol</Case><Case(2)>de l'étage</Case><Case(3)>du sous-sol</Case><Case(4)>de la zone</Case></Switch> actuel<If(Equal(PlayerParameter(109),4))>le<Else/></If>.",6270
34,27916,"magismobjet d'intuition",0,"magismobjets d'intuition",0,0,1,0,0,"Magismobjet d'intuition","Indique l'emplacement des trésors cachés. L'effet dure jusqu'à la découverte d'un de ces trésors.",6870
35,27914,"magismobjet de résurrection",0,"magismobjets de résurrection",0,0,1,0,0,"Magismobjet de résurrection","Ranime le premier équipier qui a été rendu inconscient.",6868
36,27923,"poterie magique de hâte",0,"poteries magiques de hâte",0,0,1,1,0,"Poterie magique de hâte","Octroie Hâte à tous les membres de l'équipe.",44616
37,27924,"poterie magique de purification",0,"poteries magiques de purification",0,0,1,1,0,"Poterie magique de purification","Dissipe toutes les altérations d'état soignables de tous les membres de l'équipe, et protège contre l'altération d'état suivante à l'aide d'une barrière.",44617
38,27925,"poterie magique de dévotion",0,"poteries magiques de dévotion",0,0,1,1,0,"Poterie magique de dévotion","Garantit la présence d'un candélabre de l'Aurore dans <Switch(PlayerParameter(109))><Case(1)>le sous-sol</Case><Case(2)>l'étage</Case><Case(3)>le sous-sol</Case><Case(4)>la zone</Case></Switch> suivant<If(Equal(PlayerParameter(109),4))>e<Else/></If>.",44618
