key,0,1,2,3,4,5
30,60,8,0,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(3)))>vous<Else/><If(PlayerParameter(8))><SheetFr(ObjStr,2,PlayerParameter(8),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(Equal(2,8))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(PlayerParameter(6))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(3)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(3)</Highlight></If></If></If></If></If>)/> ne <If(Equal(ObjectParameter(1),ObjectParameter(3)))>pouvez<Else/>peut</If> pas échanger en ce moment."
31,60,8,0,0,False,"Cet objet ne peut pas être échangé."
32,57,1,0,0,False,"Vous proposez un échange <If(Equal(ObjectParameter(1),ObjectParameter(3)))>vous<Else/><If(PlayerParameter(8))><SheetFr(ObjStr,7,PlayerParameter(8),1,1)/><Else/><If(Equal(7,9))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(Equal(7,8))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(PlayerParameter(6))><Sheet(Attributive,7,36)/><Highlight>ObjectParameter(3)</Highlight><Else/><Sheet(Attributive,7,28)/><Highlight>ObjectParameter(3)</Highlight></If></If></If></If></If>."
33,57,1,0,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(3)))>vous<Else/><If(PlayerParameter(8))><SheetFr(ObjStr,2,PlayerParameter(8),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(Equal(2,8))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(PlayerParameter(6))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(3)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(3)</Highlight></If></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(3)))>considérez<Else/>considère</If> la proposition."
34,57,1,0,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(3)))>vous<Else/><If(PlayerParameter(8))><SheetFr(ObjStr,2,PlayerParameter(8),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(Equal(2,8))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(PlayerParameter(6))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(3)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(3)</Highlight></If></If></If></If></If>)/> vous propose un échange."
35,57,1,0,0,False,"L'échange commence."
36,57,1,0,0,False,"L'échange a été annulé."
37,57,1,0,0,False,"L'échange a été modifié."
38,57,33,0,0,False,"L'échange est terminé."
39,60,8,0,0,False,"Impossible d'échanger. Il n'y a pas assez de place dans votre inventaire."
40,60,8,0,0,False,"Impossible d'échanger. Votre interlocuteur n'a pas assez de place dans son inventaire."
41,60,8,0,0,False,"Seuls les objets en parfaite condition peuvent être échangés."
42,60,8,0,0,False,"Impossible d'échanger. Vous possédez déjà un objet unique proposé."
43,60,8,0,0,False,"Impossible d'échanger. Votre interlocuteur possède déjà un objet unique proposé."
44,57,8,0,0,False,"L'échange sera interrompu si vous vous éloignez trop de votre interlocuteur."
45,60,8,0,0,False,"La limite de caractères est dépassée."
46,60,8,0,0,False,"Impossible d'échanger. Vous ne pouvez pas posséder davantage de gils."
47,60,8,0,0,False,"Impossible d'échanger. Votre interlocuteur ne peut pas posséder davantage de gils."
48,60,8,0,0,False,"Impossible d'échanger. Votre interlocuteur est occupé."
49,60,1,0,0,False,"Impossible d'envoyer le murmure. Votre interlocuteur est occupé."
50,60,1,0,0,False,"Votre murmure à <Highlight>StringParameter(1)</Highlight> n'a pas pu être envoyé."
51,60,8,0,0,False,"Aucun personnage n'a été ciblé."
52,57,33,0,0,False,"Vous suivez <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>."
53,57,33,0,0,False,"Poursuite automatique annulée."
54,60,8,0,0,False,"L'échange n'a pas pu s'effectuer."
55,60,8,0,0,False,"Impossible d'envoyer un murmure. Ce personnage est dans votre liste noire."
56,60,8,0,0,False,"Impossible d'échanger. Ce personnage est dans votre liste noire."
57,60,8,0,0,False,"Impossible d'inviter dans l'équipe. Ce personnage est dans votre liste noire."
58,60,8,0,0,False,"Impossible d'inviter dans la linkshell. Ce personnage est dans votre liste noire."
59,60,8,0,0,False,"<If(Equal(IntegerParameter(1),0))>Vous n'avez plus aucun emplacement libre<Else/><If(Equal(IntegerParameter(1),1))>Il ne vous reste plus que <Value>IntegerParameter(1)</Value> emplacement libre<Else/>Il ne vous reste plus que <Value>IntegerParameter(1)</Value> emplacements libres</If></If> dans votre inventaire."
60,57,33,1,0,False,"<Unknown60>0142</Unknown60><Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>rejoignez<Else/>rejoint</If> l'équipe."
61,57,33,1,0,False,"<Unknown60>0142</Unknown60>Vous rejoignez l'équipe <If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,9,PlayerParameter(7),1,1)/><Else/><If(Equal(9,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,9,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,9,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>."
62,57,1,0,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>refusez<Else/>refuse</If> de rejoindre l'équipe."
63,57,1,0,0,False,"Vous refusez de rejoindre l'équipe <If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,9,PlayerParameter(7),1,1)/><Else/><If(Equal(9,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,9,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,9,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>."
64,57,1,1,0,False,"Vous nommez <If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If> chef d'équipe."
65,57,33,1,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> vous a nommé<If(PlayerParameter(4))>e<Else/></If> chef d'équipe."
66,57,33,1,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>êtes<Else/>est</If> maintenant chef d'équipe."
67,57,1,1,0,False,"<Unknown60>0148</Unknown60><Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>êtes<Else/>est</If> exclu<If(PlayerParameter(7))><If(<Sheet(BNpcName,PlayerParameter(7),6)/>)>e<Else/></If><Else/><If(PlayerParameter(5))>e<Else/></If></If> de l'équipe."
68,57,1,1,0,False,"<Unknown60>0148</Unknown60>Vous quittez l'équipe <If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,9,PlayerParameter(7),1,1)/><Else/><If(Equal(9,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,9,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,9,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>."
69,57,33,1,0,False,"<Unknown60>0148</Unknown60><Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> quitté l'équipe."
70,57,33,1,0,False,"<Unknown60>0148</Unknown60>Vous quittez l'équipe."
71,57,33,1,0,False,"<Unknown60>0148</Unknown60><Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> quitté l'équipe. <Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(3)))>vous<Else/><If(PlayerParameter(8))><SheetFr(ObjStr,2,PlayerParameter(8),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(Equal(2,8))><If(PlayerParameter(67))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(3)</Highlight><Else/><If(PlayerParameter(6))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(3)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(3)</Highlight></If></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(3)))>êtes<Else/>est</If> maintenant chef d'équipe."
72,57,33,1,0,False,"<Unknown60>0148</Unknown60>L'équipe est dissoute."
73,57,33,1,0,False,"<Unknown60>0148</Unknown60>L'équipe a été dissoute."
74,57,33,0,0,False,"Vous êtes maintenant membre de la linkshell “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”."
75,57,33,1,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>êtes<Else/>est</If> maintenant membre de la linkshell “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”."
76,57,1,0,0,False,"Vous refusez d'être membre de la linkshell “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”."
77,57,33,1,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> quitté la linkshell “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”."
78,57,33,1,0,False,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> est maintenant dans votre liste d'amis."
79,57,1,0,0,False,"Vous avez refusé la requête d'ami envoyée par <If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>."
