key,0,1,2
25,86915,"Déguisez-vous pour accomplir votre objectif<Indent/>!","Certaines quêtes nécessitent de changer de tenue pour accomplir votre objectif. 
Une fois votre nouveau costume enfilé, vous bénéficiez de l'effet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Déguisement<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pendant un temps imparti."
26,86916,"Si vous perdez votre déguisement...","Une fois le temps imparti écoulé, ou si vous quittez la zone actuelle, vous perdrez l'effet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Déguisement<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et ne pourrez plus accomplir votre objectif.
En retournant à votre point de départ, vous pouvez soit prolonger la durée de l'effet, soit demander à vous changer de nouveau si nécessaire."
27,86917,"Escortez un personnage jusqu'à l'endroit indiqué<Indent/>!","Lors de certaines quêtes, vous êtes amené<If(PlayerParameter(4))>e<Else/></If> à escorter d'autres personnages.
Pour atteindre votre objectif, vous devez faire en sorte de ne pas trop vous éloigner, tout en vous défendant contre les attaques ennemies.
Lorsqu'un personnage qui vous accompagne vous perd de vue ou qu'il encaisse une attaque, il arrête de se déplacer.
Essayez donc de vous débarrasser au plus vite des ennemis afin de pouvoir emmener votre cible jusqu'à bon port."
28,86918,"Si vous n'êtes plus accompagné<If(PlayerParameter(4))>e<Else/></If>...","Votre mission se soldera par un échec si les PV du personnage que vous escortez tombent à 0, si vous vous retrouvez trop éloigné<If(PlayerParameter(4))>e<Else/></If>, ou encore si vous quittez la zone.
Le cas échéant, vous pouvez retourner au point de départ et réessayer."
29,0,"",""
30,0,"",""
31,0,"",""
32,0,"",""
33,0,"",""
34,0,"",""
35,0,"",""
36,0,"",""
37,0,"",""
38,0,"",""
39,0,"",""
40,0,"",""
41,0,"",""
42,0,"",""
43,0,"",""
