key,0,1,2
40,"Se jeter dans le flux éthéré<Indent/>?","Oui","Non"
41,"Se jeter dans le flux éthéré<Indent/>?","Oui","Non"
42,"Déclencher le piège<Indent/>?","Oui","Non"
43,"Tirer sur le levier et ouvrir la porte<Indent/>?","Oui","Non"
44,"Ouvrir la porte des quartiers du capitaine<Indent/>?","Oui","Non"
45,"Ouvrir la porte des bourlingueurs<Indent/>?","Oui","Non"
46,"Ouvrir la porte du Trou<Indent/>?","Oui","Non"
47,"Pousser la balance de la justice<Indent/>?","Oui","Non"
48,"Sauter dans le sable mouvant<Indent/>?","Oui","Non"
49,"Utiliser la clef d'identification impériale pour désactiver le verrouillage<Indent/>?","Oui","Non"
50,"Sauter dans le vide-ordures<Indent/>?","Oui","Non"
51,"Se déplacer vers la prochaine zone<Indent/>?","Oui","Non"
52,"Utiliser la clef d'identification impériale<Indent/>?","Oui","Non"
53,"Utiliser l'explosif type XXXVII<Indent/>?","Oui","Non"
54,"Activer L'Échelon<Indent/>?
(Tous les équipiers suivront.)","Oui","Non"
55,"Ouvrir la porte pour Porta decumana<Indent/>?
(Tous les équipiers suivront.)","Oui","Non"
56,"Appeler l'ascenseur<Indent/>?","Oui","Non"
57,"Activer l'ascenseur<Indent/>?","Oui","Non"
58,"Monter dans l'armure magitek<Indent/>?","Oui","Non"
59,"Utiliser l'huile d'éclairage<Indent/>?","Oui","Non"
60,"Se téléporter<Indent/>?","Oui","Non"
61,"Se déplacer vers la prochaine zone<Indent/>?","Oui","Non"
62,"Prendre le raccourci de Brayflox<Indent/>?","Oui","Non"
63,"Ouvrir la barrière improvisée<Indent/>?","Oui","Non"
64,"Se laisser aspirer par l'orbe lugubre<Indent/>?","Oui","Non"
65,"Se laisser aspirer par l'orbe lugubre<Indent/>?","Oui","Non"
66,"Ouvrir la porte du Lys<Indent/>?","Oui","Non"
67,"Ouvrir la porte de la Rose<Indent/>?","Oui","Non"
68,"Ouvrir la porte verrouillée<Indent/>?","Oui","Non"
69,"Se déplacer vers le point de départ de l'aire d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment n°2<Indent/>?","Oui","Non"
70,"Se déplacer vers le point de départ de l'aire d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment n°3<Indent/>?","Oui","Non"
71,"Insérer la tablette dans le piédestal<Indent/>?","Oui","Non"
72,"Ouvrir la porte du fenil<Indent/>?","Oui","Non"
73,"Activer le levier d'évacuation des eaux<Indent/>?","Oui","Non"
74,"Enfoncer la pierre du soleil dans l'emplacement de la porte<Indent/>?","Oui","Non"
75,"Tourner la vanne<Indent/>?","Oui","Non"
76,"Ouvrir la porte<Indent/>?","Oui","Non"
77,"Enfoncer la pierre de la lune dans l'emplacement de la porte<Indent/>?","Oui","Non"
78,"Placer la pierre du soleil sur le piédestal<Indent/>?","Oui","Non"
79,"Placer la pierre de la lune sur le piédestal<Indent/>?","Oui","Non"
80,"Placer la pierre de l'étoile sur le piédestal<Indent/>?","Oui","Non"
81,"Ouvrir la porte du tunnel de l'hérésie<Indent/>?","Oui","Non"
82,"Ouvrir la porte du cirque aux stalactites<Indent/>?","Oui","Non"
83,"Se déplacer vers la prochaine zone<Indent/>?","Oui","Non"
84,"Sortir de la chapelle d'ivoire<Indent/>?","Oui","Non"
85,"","",""
86,"Utiliser la clef d'identification impériale<Indent/>?","Oui","Non"
87,"Voulez-vous vraiment sortir de <Highlight>ObjectParameter(56)</Highlight><Indent/>?","Oui","Non"
88,"(仮)本棚に魔道書を挿し込みますか？","はい","いいえ"
89,"Donner un œuf du tonnerre en offrande<Indent/>?","Oui","Non"
90,"Utiliser le levier en acier pour actionner le mécanisme<Indent/>?","Oui","Non"
91,"Ouvrir la porte de la caserne des chevaliers<Indent/>?","Oui","Non"
92,"Ouvrir la porte de porte de la salle de commandement<Indent/>?","Oui","Non"
93,"Activer le monte-charge<Indent/>?","Oui","Non"
94,"Ouvrir la porte du phare<Indent/>?","Oui","Non"
95,"Ouvrir la porte<Indent/>?","Oui","Non"
96,"Utiliser le module de convoyage<Indent/>?","Oui","Non"
97,"Inspecter le cristal blanc immaculé<Indent/>?","Oui","Non"
98,"Inspecter le cristal noir immaculé<Indent/>?","Oui","Non"
99,"Vous sentez une aura néfaste à côté de vous.
Inspecter les environs<Indent/>?","Oui","Non"
100,"Se téléporter<Indent/>?","Oui","Non"
101,"Retourner à l'embarcadaire du Dalriada<Indent/>?","Oui","Non"
102,"Ouvrir le coffre au trésor<Indent/>?","Oui","Non"
103,"Sortir de l'instance<Indent/>?
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>* La progression sera au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment sauvegardée.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Oui","Non"
104,"Un ou plusieurs équipiers ne sont pas en ligne.
Voulez-vous vraiment sortir de l'instance<Indent/>?
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>* La progression sera au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment sauvegardée.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Oui","Non"
105,"Sortir de l'instance<Indent/>?
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>* La progression sera au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment sauvegardée.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Certaines récompenses ne pourront être obtenues si l'inventaire est plein.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Oui","Non"
106,"Déverrouiller la porte<Indent/>?","Oui","Non"
107,"Utiliser le monte-charge<Indent/>?","Oui","Non"
108,"Ouvrir la porte ixale<Indent/>?","Oui","Non"
109,"Activer le tour du vent porteur<Indent/>?","Oui","Non"
110,"Sortir de l'arène Triple Triade<Indent/>?
L'enregistrement pour faire un duel sera annulé.","Oui","Non"
111,"Ouvrir la citrouille surprise<Indent/>?","Oui","Non"
112,"Désactiver la barrière<Indent/>?","Oui","Non"
113,"Activer la plateforme<Indent/>?","Oui","Non"
114,"Inspecter le cristal blanc immaculé<Indent/>?","Oui","Non"
115,"Inspecter le cristal noir immaculé<Indent/>?","Oui","Non"
116,"Activer le piège olfactif<Indent/>?","Oui","Non"
117,"（仮）魔獣を呼び寄せかねない危険をおかしても、
魔力の奔流に身を任せますか？","はい","いいえ"
118,"Il est possible que vous ne puissiez pas revenir à l'intérieur de l'instance.
Quitter la Gemme manquante<Indent/>?

* Vous retournerez au début de l'instance en cas de K.O.","Oui","Non"
119,"(仮)緊急任務を取りやめることになります。
本当によろしいですか？","はい","いいえ"
120,"Activer l'énergie de l'escargot-mirage<Indent/>?","Oui","Non"
121,"Ouvrir la porte<Indent/>?","Oui","Non"
122,"Monter un yol<Indent/>?","Oui","Non"
123,"Aller à la deuxième épreuve<Indent/>?","Oui","Non"
124,"Choisir “supérieure”<Indent/>?","Oui","Non"
125,"Choisir “inférieure”<Indent/>?","Oui","Non"
126,"Aller à la troisième épreuve<Indent/>?","Oui","Non"
127,"Utiliser le cristal de téléportation<Indent/>?","Oui","Non"
128,"Tirer le levier<Indent/>?","Oui","Non"
129,"Choisir cette carte<Indent/>?","Oui","Non"
130,"Sortir du wagon<Indent/>?","Oui","Non"
131,"Briser le sceau des Alignements<Indent/>?","Oui","Non"
132,"Se téléporter<Indent/>?","Oui","Non"
133,"Activer le cercle d'invocation<Indent/>?","Oui","Non"
134,"Quitter le JACTA<Indent/>?","Oui","Non"
135,"Retourner à l'entrée de la tour centrale<Indent/>?","Oui","Non"
136,"Se téléporter<Indent/>?","Oui","Non"
137,"Retourner ce talisman<Indent/>?","Oui","Non"
138,"Toucher la statue d'opo-opo<Indent/>?","Oui","Non"
139,"Toucher la statue de loup<Indent/>?","Oui","Non"
140,"Toucher la statue de chouette<Indent/>?","Oui","Non"
141,"Toucher la statue de coeurl<Indent/>?","Oui","Non"
142,"Toucher la statue de serpent<Indent/>?","Oui","Non"
143,"Toucher la statue de perroquet<Indent/>?","Oui","Non"
144,"Franchir le portail féérique<Indent/>?","Oui","Non"
145,"Aller à la grotte du pétrisseur<Indent/>?","Oui","Non"
146,"Aller au puits du porteur d'eau<Indent/>?","Oui","Non"
147,"Aller au caveau du rôtisseur<Indent/>?","Oui","Non"
148,"Revenir au repaire de la sorcière<Indent/>?","Oui","Non"
149,"Utiliser le cristal de téléportation<Indent/>?","Oui","Non"
150,"Se téléporter<Indent/>?","Oui","Non"
151,"Se téléporter<Indent/>?","Oui","Non"
152,"Aller au chantier naval de Moraby<Indent/>?","Oui","Non"
153,"Remettre la statuette à sa place<Indent/>?","Oui","Non"
154,"Activer la balance<Indent/>?","Oui","Non"
155,"Utiliser le téléporteur<Indent/>?","Oui","Non"
156,"","",""
157,"Tourner la statue de Suzaku<Indent/>?","Oui","Non"
158,"Tourner la statue de Seiryû<Indent/>?","Oui","Non"
159,"Toucher la boule de cristal<Indent/>?","Oui","Non"
160,"Un katana aux sinistres décorations repose dans sa boîte... Voulez-vous la refermer<Indent/>?","Oui","Non"
161,"Ouvrir la porte<Indent/>?","Oui","Non"
162,"Tirer la corde<Indent/>?","Oui","Non"
163,"Tirer la corde<Indent/>?","Oui","Non"
164,"Se téléporter<Indent/>?","Oui","Non"
165,"Une statuette est logée dans le creux de l'arbre. Voulez-vous la récupérer<Indent/>?","Oui","Non"
166,"L'autel contient un piédestal. Voulez-vous y poser le dogû<Indent/>?","Oui","Non"
167,"Utiliser le téléporteur<Indent/>?","Oui","Non"
168,"Toucher la faille interdimensionnelle<Indent/>?","Oui","Non"
169,"Utiliser la machine à rêves<Indent/>?","Oui","Non"
170,"","",""
