key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Bonsoir<Else/>Bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>Bonjour<Else/>Bonsoir</If></If> aventuri<If(PlayerParameter(4))>ère<Else/>er</If><Indent/>! Je suis Totonowa, le responsable des mandats de guilde à Horizon.","Vous cherchez du travail<Indent/>? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha<Indent/>! Repassez me voir quand vous aurez la re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion <Switch(IntegerParameter(1))><Case(1)>de T'mokkri</Case><Case(2)>de Gontrant</Case><Case(3)>d'Eustace</Case></Switch> et je trouverai de quoi vous occuper.","Bonne chance pour votre mandat<Indent/>! Je suis derrière vous.","Vous cherchez du travail<Indent/>? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha<Indent/>!","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, voilà votre récompense.","0","0","Vous avez tué un monstre recherché, vous dites<Indent/>? Ouah... <If(PlayerParameter(4))>Mademoiselle<Else/>Monsieur</If>, je vous tire mon chapeau<Indent/>! Tenez, voilà de quoi remplir votre bourse<Indent/>!"
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>bonsoir<Else/>bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>bonjour<Else/>bonsoir</If></If> aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. J'ai en ma possession divers mandats de guilde, que je pourrai vous confier si vous êtes intéressé<If(PlayerParameter(4))>e<Else/></If>.","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'au<SoftHyphen/>to<SoftHyphen/>ri<SoftHyphen/>sa<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch> et je m'occuperai de vous. ","Allez-y, le temps presse<Indent/>!","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous confier des missions aujourd'hui serait vous envoyer au casse-pipe et je ne veux pas avoir votre mort sur la conscience, voyez-vous<Indent/>? Revenez me voir quand vous aurez pris un peu de bouteille.","Vous avez réussi le mandat<Indent/>? Superbe<Indent/>! Je savais bien que vous alliez réussir. Tenez, voici la récompense que vous méritez.","0","0","Vous avez réussi le mandat... et vous avez abattu un monstre recherché<Indent/>!? Mais c'est fantastique<Indent/>! Tenez, voici la récompense que vous méritez."
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Bonsoir<Else/>Bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>Bonjour<Else/>Bonsoir</If></If>. Je suis Swygskyf, de la guilde des aventuriers. Je me charge des mandats du Martinet, le hameau le plus triste d'Éorzéa...","Le Martinet est une colonie qui a été créée après les tragiques événements d'il y a cinq ans. Comme tu peux le remarquer, nous avons beaucoup de choses à faire ici, et ton aide sera donc très appréciée. Mais avant ça, tu vas devoir obtenir une permission auprès <Switch(IntegerParameter(1))><Case(1)>de T'mokkri</Case><Case(2)>de Gontrant</Case><Case(3)>d'Eustace</Case></Switch>. Avec les créatures qui rôdent autour du hameau, nous préfèrons éviter de faire travailler les aventuriers novices.","Bon courage<Indent/>! Et que Llymlaen veille sur toi.","Le Martinet est une colonie qui a été créée après les tragiques événements d'il y a cinq ans. Comme tu peux le remarquer, nous avons beaucoup de choses à faire ici, et ton aide sera donc très appréciée. Mais avant ça, tu vas devoir t'endurcir un peu. Avec les créatures qui rôdent autour du hameau, nous préfèrons éviter de faire travailler les aventuriers novices.","On dirait que tu as réussi ce mandat sans encombre. Tiens, voici la récompense qui t'est due.","0","0","Non seulement tu as réussi ce mandat sans encombre, mais en plus tu as abattu une créature dont la tête était mise à prix<Indent/>!? C'est ce qui s'appelle faire d'une pierre deux coups<Indent/>! Bravo, tu as bien mérité ta récompense<Indent/>!"
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut <If(PlayerParameter(4))>ma<Else/>mon</If> gaillard<If(PlayerParameter(4))>e<Else/></If>. Si tu es venu<If(PlayerParameter(4))>e<Else/></If> pour accomplir des mandats de guilde, tu t'es adressé<If(PlayerParameter(4))>e<Else/></If> à la bonne personne.","Port-aux-Ales est un important lieu d'échanges commerciaux, ce n'est donc pas le travail qui manque ici. J'ai d'ailleurs plusieurs offres qui pourraient t'intéresser, malheureusement je ne suis pas autorisé à proposer des mandats aux aventuriers qui n'ont pas été recommandés par <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>.","Bon courage pour ton mandat. Moi, je vais en profiter pour me désaltérer avec quelques chopines pendant que tu te décarcasses. Hé hé hé<Indent/>!","Port-aux-Ales est un important lieu d'échanges commerciaux, ce n'est donc pas le travail qui manque ici. J'ai d'ailleurs plusieurs offres qui pourraient t'intéresser... malheureusement, je ne suis pas autorisé à proposer des mandats aux aventuriers débutants. Poursuis ton en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment et reviens me voir quand tu auras acquis un peu plus d'expérience.","On dirait que tu as réussi le mandat que je t'ai confié. Tiens, voilà ta récompense.","0","0","Alors comme ça, il paraît que tu as abattu une créature recherchée<Indent/>? C'est une excellente nouvelle<Indent/>! Tiens, j'ai ajouté un petit bonus à ta récompense, en guise de re<SoftHyphen/>mer<SoftHyphen/>cie<SoftHyphen/>ment."
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Eh, salut<Indent/>! T'as pas l'air com<SoftHyphen/>plè<SoftHyphen/>te<SoftHyphen/>ment bon<If(PlayerParameter(4))>ne<Else/></If> à rien. Ça te dirait de gagner un peu d'argent avec un mandat<Indent/>? Je te trouverai quelque chose à ta portée.","Je fais partie de la guilde des aventuriers, figure-toi, et je propose des mandats aux aventuriers un peu rodés... mais pas aux bleus de ton genre. Reviens quand t'auras la re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>, je te trouverai quelque chose... si t'es sage<Indent/>!","Bon courage à toi. Me déçois pas, surtout<Indent/>!","Je fais partie de la guilde des aventuriers, figure-toi, et je propose des mandats aux aventuriers un peu rodés... mais pas aux bleus de ton genre. Reviens quand t'auras la re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>, je te trouverai quelque chose... si t'es sage<Indent/>!","Je vois que t'as réussi ton coup. Bien joué... Tiens, voilà ta récompense<Indent/>!","0","0","Quoi<Indent/>? Non seulement t'as accompli le mandat, mais en plus t'as abattu un monstre recherché<Indent/>!? Alors là, je suis sur le cul<Indent/>! Oups<Indent/>! ça m'a échappé... Tiens, voilà ta récompense, et la prime qui va avec."
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Bonsoir<Else/>Bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>Bonjour<Else/>Bonsoir</If></If> aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. Vous cherchez du travail<Indent/>? J'ai ce qu'il vous faut<Indent/>!","Vous cherchez du travail<Indent/>? Je peux ef<SoftHyphen/>fec<SoftHyphen/>ti<SoftHyphen/>ve<SoftHyphen/>ment vous proposer les mandats des environs, mais vous devez d'abord obtenir la permission auprès de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>. Continuez à venir en aide aux autres et vos efforts finiront par être récompensés, foi d'Esmond<Indent/>!","Bonne chance à vous, aventuri<If(PlayerParameter(4))>ère<Else/>er</If>.","Vous cherchez du travail<Indent/>? Je peux ef<SoftHyphen/>fec<SoftHyphen/>ti<SoftHyphen/>ve<SoftHyphen/>ment vous proposer les mandats des environs, mais vous devez d'abord progresser pour cela.","Ça va<Indent/>? Vous semblez éprouvé<If(PlayerParameter(4))>e<Else/></If>... Tenez, cette récompense devrait vous redonner du baume au cœur. N'hésitez pas à venir me trouver si vous désirez travailler davantage, votre aide sera toujours la bienvenue à Petite Ala Mhigo.","0","0","Bravo, c'est l'excellent travail<Indent/>! Les habitants du hameau seront cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment ravis d'apprendre que cette créature est désormais hors d'état de nuire. Tenez, voici votre récompense ainsi que la prime de tête<Indent/>!"
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Je suis Aileen, responsable des mandats de guilde à Port-aux-Vins.","Mon rôle est de confier les requêtes des habitants du coin aux aventuriers de passage. Ah, je vois que tu es intéressé<If(PlayerParameter(4))>e<Else/></If><Indent/>? Dans ce cas, tu vas d'abord devoir obtenir une re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de la part de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>.","Je te souhaite de réussir, aventuri<If(PlayerParameter(4))>ère<Else/>er</If>.","Mon rôle est de confier les requêtes des habitants du coin aux aventuriers de passage. Ah, je vois que tu es intéressé<If(PlayerParameter(4))>e<Else/></If><Indent/>? Mal<SoftHyphen/>heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment, tu ne serais pas à la hauteur. Je te conseille d'aller t'entraîner avant de revenir me parler.","Ah, te revoilà. On dirait que tout s'est passé comme prévu. Tiens, voici la récompense qui t'est due.","0","0","Oh, tu as aussi réussi à abattre une créature recherchée<Indent/>? Dans ce cas, je me dois de te remettre la compensation prévue. Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions<Indent/>!"
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>bonsoir<Else/>bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>bonjour<Else/>bonsoir</If></If>, aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. C'est moi qui m'occupe des mandats, à l'Observatoire.","Vous cherchez du travail, n'est-ce pas<Indent/>? Vous vous adressez à la bonne personne, mais je ne peux malheureusement pas vous en confier tant que vous n'avez pas de re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>.","J'espère vous voir revenir de votre mission sain<If(PlayerParameter(4))>e et sauve<Else/> et sauf</If>, aventuri<If(PlayerParameter(4))>ère<Else/>er</If>.","Vous cherchez du travail, n'est-ce pas<Indent/>? Vous vous adressez à la bonne personne, mais je ne peux malheureusement pas vous en confier pour le moment. Allez donc vous entraîner avant de revenir me parler.","Je n'ai jamais douté que vous réussiriez. Veuillez accepter cette récompense de la part du client.","0","0","Mais je vois que vous avez également abattu une créature recherchée<Indent/>! Prenez aussi ce supplément, je vous prie. "
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"La guilde des aventuriers m'a envoyé au poste de L'Arête blanche pour m'occuper des mandats de guilde.","C'est un bon moyen de vous enrichir en aidant les habitants, vous savez<Indent/>? En revanche, je dois vous demander d'obtenir une re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de la part de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch> avant de pouvoir vous confier du travail. Question de confiance, tout simplement.","Restez sur vos gardes, et tout devrait bien se passer. Que la Déesse Halone veille sur vous.","C'est un bon moyen de vous enrichir en aidant les habitants, vous savez<Indent/>? En revanche, je dois vous demander d'acquérir davantage d'expérience avant de vous confier du travail. Question de confiance, tout simplement.","Je n'en attendais pas moins d'un<If(PlayerParameter(4))>e aventurière<Else/> aventurier</If> comme vous. C'est notre client qui va être content<Indent/>! Tenez, votre récompense.","0","0","Et ce n'est pas tout<Indent/>! Comme vous avez abattu une créature recherchée, vous avez également droit à ce supplément. Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions<Indent/>!"
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Vous avez l'air de quelqu'un qui a vu des aventures. Que diriez-vous d'accomplir quelques mandats de guilde<Indent/>?","Je suis Merthelin de la guilde des aventuriers. Je suis chargé de proposer des mandats à ceux qui ont prouvé leur valeur à <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>... ce que vous n'avez pas encore fait.","Préparez-vous rapidement et accomplissez la tâche. Le client attend la nouvelle de votre succès avec impatience.","Je suis Merthelin de la guilde des aventuriers. Je suis chargé de proposer des mandats à ceux capables d'affronter les créatures des environs... ce qui n'est pas votre cas.","Votre travail aujourd'hui a été excellent. Je vais vous récompenser im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment.","0","0","Votre travail aujourd'hui a été excellent<Indent/>! Non seulement vous avez accompli le mandat comme convenu, mais en plus, vous avez abattu une créature qui avait une prime sur sa tête. Vous méritez une récompense à la hauteur de vos efforts<Indent/>!"
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Au camp de Brumebleue, le responsable des mandats, c'est moi<Indent/>!","Tu cherches quelque chose à faire, pas vrai<Indent/>? Désolé, mais je ne peux pas te confier de mandat tant que tu n'as pas obtenu la re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>. C'est du travail sérieux, tu comprends<Indent/>?","Bon, tout m'a l'air en ordre... C'est à toi de jouer, maintenant<Indent/>!","Tu cherches quelque chose à faire, pas vrai<Indent/>? Désolé, mais je ne peux pas te confier de mandat pour le moment. Tu dois t'aguerrir davantage<Indent/>! C'est du travail sérieux, tu comprends<Indent/>?","Tu as brillament rempli ta mission. Je vais te récompenser sans plus attendre.","0","0","Oh, attends un peu... Tu as carrément réussi à abattre une créature recherchée<Indent/>!? Ça alors<Indent/>! Tiens, voilà la paye qui correspond. Et merci encore<Indent/>!"
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>bonsoir<Else/>bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>bonjour<Else/>bonsoir</If></If> aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. J'ai en ma possession divers mandats de guilde, que je pourrai vous proposer si vous êtes intéressé<If(PlayerParameter(4))>e<Else/></If>.","Pardon<Indent/>? Vous cherchez du travail, vous dites<Indent/>? Hmm... Je vous aurais bien proposé des mandats de guilde, mais vous n'avez pas encore prouvé votre valeur à <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>... Revenez me voir plus tard.","Tout est en règle, vous pouvez y aller. J'espère que la chance vous sourira.","Pardon<Indent/>? Vous cherchez du travail, vous dites<Indent/>? Je suis désolée, mais je ne suis pas autorisée à proposer des mandats aux aventuriers débutants. Revenez me voir quand vous serez capable de tuer autre chose que des marmottes et des musaraignes.","Vous avez accompli la mission sans encombres, à ce que je vois. J'ai bien fait de vous confier ce mandat. Tenez, voilà votre récompense.","0","0","J'ai eu vent de vos exploits. Alors comme ça vous êtes venu<If(PlayerParameter(4))>e<Else/></If> à bout d'une créature dont la tête était mise à prix<Indent/>? Bravo<Indent/>! Vous pouvez être fi<If(PlayerParameter(4))>ère<Else/>er</If> de vous. J'ai ajouté la prime à la récompense initiale. Tenez..."
