key,0,1,2,3,4,5
25,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> mis à jour le profil de la compagnie.",4,0,0,3,4
26,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> modifié le blason de la compagnie.",4,0,0,3,8
27,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> acheté le bienfait “<Sheet(CompanyAction,IntegerParameter(1),0)/>”.",4,0,1,4,9
28,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> activé le bienfait “<Sheet(CompanyAction,IntegerParameter(1),0)/>”.",4,0,1,4,9
29,"Cette activité a été effacée.",0,0,0,0,4
30,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> changé le nom du rang en “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,5,0,3,3
31,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> annulé le bienfait “<Sheet(CompanyAction,IntegerParameter(1),0)/>”.",4,0,1,4,9
32,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> enlevé le bienfait “<Sheet(CompanyAction,IntegerParameter(1),0)/>”.",4,0,1,4,9
33,"Le sigle de la compagnie a été changé en “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",0,3,0,3,4
34,"Le nom de la compagnie a été changé en “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",0,2,0,3,4
35,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> changé le nom de la maison située à <Sheet(PlaceName,IntegerParameter(1),0)/> (<Value>IntegerParameter(2)</Value>-<Value>IntegerParameter(3)</Value>) en “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,9,0,5,11
36,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> changé le message d'accueil de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
37,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> acheté le terrain <Value>IntegerParameter(2)</Value>-<Value>IntegerParameter(3)</Value> de <Sheet(PlaceName,IntegerParameter(1),0)/>.",4,7,0,5,11
38,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> cédé le terrain <Value>IntegerParameter(2)</Value>-<Value>IntegerParameter(3)</Value> de <Sheet(PlaceName,IntegerParameter(1),0)/>.",4,7,0,5,11
39,"Le terrain <Value>IntegerParameter(2)</Value>-<Value>IntegerParameter(3)</Value> de <Sheet(PlaceName,IntegerParameter(1),0)/> a été cédé au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment.",0,7,0,5,11
40,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> construit <SheetFr(HousingPreset,1,IntegerParameter(4),1,1)/> sur le terrain <Value>IntegerParameter(2)</Value>-<Value>IntegerParameter(3)</Value> de <Sheet(PlaceName,IntegerParameter(1),0)/>.",4,7,1,5,11
41,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> démoli “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
42,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> modifié l'extérieur de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
43,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> modifié l'intérieur de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
44,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> changé la disposition des meubles de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
45,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> changé la disposition du mobilier de jardin de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
46,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>avez<Else/>a</If> effacé un ou plusieurs messages du livre de cor<SoftHyphen/>res<SoftHyphen/>pon<SoftHyphen/>dance de “<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”.",4,8,0,5,11
47,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> a déposé sa candidature.",4,0,0,2,12
48,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>vous<Else/><If(PlayerParameter(7))><SheetFr(ObjStr,2,PlayerParameter(7),1,1)/><Else/><If(Equal(2,9))><If(PlayerParameter(66))>d'<Else/>de<Indent/></If><Highlight>ObjectParameter(2)</Highlight><Else/><If(PlayerParameter(5))><Sheet(Attributive,2,36)/><Highlight>ObjectParameter(2)</Highlight><Else/><Sheet(Attributive,2,28)/><Highlight>ObjectParameter(2)</Highlight></If></If></If></If>)/> a annulé sa candidature.",4,0,0,2,12
