key,0,1
8,"Composition de l'équipe","Pour les missions “sadiques”, l'outil de raid forme des équipes composées de membres ayant des jobs différents.
Pour les DPS, la répartition se fait selon la structure suivante<Indent/>: mêlée / physique à distance / magique à distance / libre.

L'objectif choisi joue également sur la possibilité ou non d'avoir des jobs identiques dans les équipes préformées.
 - “Réussir le raid”<Indent/>: jobs identiques impossibles.
 - “Entraînement”<Indent/>: jobs identiques possibles.

L'outil de raid ne peut pas être utilisé si l'équipe compte <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>plus d'un soigneur pur ou plus d'un soigneur axé barrières<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
 - Soigneurs purs<Indent/>: mages blancs et astromanciens. Ils se focalisent sur les regains de PV.
 - Soigneurs axés barrières<Indent/>: érudits et sages. Ils se focalisent sur la mitigation en octroyant des barrières protectrices qui annulent les dégâts reçus."
9,"Participation en équipe","Dans le cas d'une par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion à une mission “sadique” en équipe préformée, le point d'incursion est déterminé par la progression du chef d'équipe.

Des joueurs dont la progression diffère de celle du chef d'équipe peuvent participer au raid sous certaines conditions<Indent/>:
 - Ceux qui sont moins avancés verront leur progression alignée sur celle du chef d'équipe.
 - Ceux qui sont allés plus loin ne verront pas leur progression alignée sur celle du chef d'équipe."
10,"L'outil de mission","Vous cherchez des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>coéquipiers<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour explorer un donjon<Indent/>? Dans ce cas, facilitez-vous la tâche avec l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>outil de mission<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>!

Cliquez sur l'entrée du donjon, puis choisissez l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>option<UIGlow>01</UIGlow><UIForeground>01</UIForeground> correspondante pour ouvrir la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>fenêtre<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de l'outil de mission."
11,"S'enregistrer pour des missions","Pour procéder à l'enregistrement dans l'outil de mission, sélectionnez les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>destinations<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de votre choix et pressez le bouton <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Participer<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Vous serez alors au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>groupé(e)<UIGlow>01</UIGlow><UIForeground>01</UIForeground> avec d'autres joueurs désirant explorer les mêmes lieux.

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Vous pouvez sélectionner jusqu'à cinq missions différentes simultanément.
* Les missions pour lesquelles vous ne remplissez pas les conditions de par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion sont indiquées par un icone en forme de cadenas.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
12,"Les informations d'enregistrement","Une fois l'enregistrement effectué, l'icone de l'outil de mission apparaît dans la liste des objectifs. Celui-ci vous permet de vérifier diverses in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions, telles que la formation de l'équipe, l'état des réservations, etc."
13,"La fenêtre de confirmation","Un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>signal sonore<UIGlow>01</UIGlow><UIForeground>01</UIForeground> retentira une fois le groupement accompli.
Pressez alors le bouton <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Commencer<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour lancer la mission<Indent/>!

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>En cas d'absence de confirmation de votre part, votre par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion sera au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment annulée à l'issue du temps imparti, et vous devrez alors réitérer la procédure d'enregistrement.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
14,"Les donjons disponibles","À mesure que vous progresserez dans le jeu, vous aurez accès à de plus en plus de donjons.
Il se peut que certains soient <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>incompatibles<UIGlow>01</UIGlow><UIForeground>01</UIForeground> avec le système de renforts, auquel cas vous pourrez toujours les explorer en vous enregistrant via l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>outil de mission<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Vous pourrez également revisiter les donjons déjà accomplis, aussi bien avec l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>outil de mission<UIGlow>01</UIGlow><UIForeground>01</UIForeground> que le système de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>renforts<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (tous deux accessibles à partir de la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Missions<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>menu principal<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)."
15,"Fenêtre des donjons spéciaux","Pour explorer un donjon spécial, enregistrez-vous via la fenêtre dédiée. Ouvrez-la en parlant au PNJ correspondant, ou en choisissant <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Donjons spéciaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans la rubrique Missions du menu principal.

Les in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions et paramètres de par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion sont contenus dans cette même fenêtre."
16,"Donjons à embranchements","Les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>donjons à embranchements<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont des donjons spéciaux jouables de un à quatre joueurs dont la difficulté <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>s'adapte au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment<UIGlow>01</UIGlow><UIForeground>01</UIForeground> au nombre de par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants. Il est possible, mais difficile, de les explorer en solo.

Pour participer seul(e) ou uniquement avec vos équipiers actuels, décochez l'option <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Grouper si l'équipe compte moins de 4 joueurs<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (désactivée par défaut).

Cochez-la si vous voulez compléter votre équipe."
17,"Actions embranchées","Utilisables au sein des donjons à embranchements, les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>actions embranchées<UIGlow>01</UIGlow><UIForeground>01</UIForeground> permettent de pallier les faiblesses d'une équipe, aucune structure n'étant imposée pour ce type de missions.

Par exemple, un tank ou un DPS pourra jouer le rôle de soigneur à l'aide d'actions comme <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Soin embranché<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Vie embranchée<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Vous pouvez choisir jusqu'à deux actions embranchées, et en changer à tout moment durant la mission en appuyant sur le bouton <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Modifier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la fenêtre des donjons spéciaux."
18,"Fragments d'histoire","Les donjons à embranchements offrent de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>multiples chemins<UIGlow>01</UIGlow><UIForeground>01</UIForeground> à parcourir en compagnie d'un personnage clef. En les explorant, vous découvrirez des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>fragments d'histoire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> à col<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>ner.

Vos découvertes seront consignées dans un journal d'exploration.

Pour l'ouvrir, sélectionnez le portrait du personnage dans la fenêtre des donjons spéciaux. Choisissez ensuite l'entrée que vous souhaitez consulter."
19,"Donjons alternatifs","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Les donjons alternatifs<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont désormais accessibles.

Pour vous enregistrer, rendez-vous dans l'onglet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Donjons sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>res<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, en haut de la fenêtre des donjons spéciaux.

Il n'y a pas de PNJ accompagnateur, d'embranchements ou de fragments d'histoire à col<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>ner dans les donjons alternatifs. L'onglet affiche d'autres in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions comme la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liste des donjons<UIGlow>01</UIGlow><UIForeground>01</UIForeground> disponibles ou les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>devises<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qu'il est possible d'obtenir en récompense."
20,"Donjons alternatifs - restrictions","Con<SoftHyphen/>trai<SoftHyphen/>re<SoftHyphen/>ment aux donjons à embranchements, les donjons alternatifs <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>n'autorisent pas le changement de job<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en cours de mission.
Par ailleurs, les actions de résurrection classiques comme Vie y sont interdites, ce qui vous oblige à utiliser les actions embranchées équivalentes."
21,"Présentation des équipiers","Les portraits de chacun des équipiers sont désormais affichés au début de certaines missions. Il n'est pas possible d'ajuster la taille et la position de la fenêtre lorsqu'elle s'affiche initialement, mais il est possible de la désactiver. Pour ce faire, sélectionnez l'icone en forme de rouage, ou rendez-vous dans le menu Configuration personnage > Interface et fenêtres > Général."
22,"Comment afficher les portraits","Les portraits peuvent être affichés à tout moment pendant une mission, il suffit de se rendre dans le menu Missions > Outil de mission > Fonctions en mission, puis, dans l'onglet “Options en mission”, appuyer sur le bouton “Présentation des équipiers”. Il est également possible d'afficher les portraits en sélectionnant la notification correspondante."
23,"Paramètres","Les paramètres suivants peuvent être modifiés en appuyant sur l'icone en forme de rouage de la fenêtre de pré<SoftHyphen/>sen<SoftHyphen/>ta<SoftHyphen/>tion des équipiers<Indent/>:

- Afficher les portraits des équipiers en début de mission
- Afficher la notification de pré<SoftHyphen/>sen<SoftHyphen/>ta<SoftHyphen/>tion des équipiers
- Aligner les portraits en bas"
24,"",""
25,"Donjons spéciaux - niveau d'objet","Si la fonction de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>groupement<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est utilisée pour former une équipe de quatre joueurs, tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants devront avoir le <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>niveau d'objet moyen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> requis.

Cette condition ne s'applique pas en cas de par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion en solo ou en équipe préformée."
26,"Conditions de groupement","Pour les donjons alternatifs, il est possible d'activer la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>condition de groupement<UIGlow>01</UIGlow><UIForeground>01</UIForeground> “<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Déjà terminé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>”. La par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion sera alors restreinte aux joueurs ayant déjà terminé le donjon en question au moins une fois."
27,"La fenêtre d'accès rapide","Cette fonctionnalité permet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>d'enregistrer des raccourcis et des actions pour faciliter leur accès et leur utilisation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Ainsi, il est possible d'y ajouter des raccourcis d'emotes, de montures, de tenues, d'objets et de toute autre commande qui nécessite d'être à portée de main au moment opportun, sans pour autant avoir besoin d'être affichée en permanence sur une barre de raccourcis."
28,"Enregistrement de raccourcis","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Manette<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Activer <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Placer dans les raccourcis<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, puis sélectionner l'option <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Ajouter à la fenêtre d'accès rapide<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Clavier<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Déposer les raccourcis dans les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>emplacements<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la fenêtre d'accès rapide par <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>glisser-déposer<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
29,"Paramètres","Les paramètres peuvent être modifiés en appuyant sur l'icone en forme de rouage en haut à droite de la fenêtre d'accès rapide.

Il est possible d'y trouver des raccourcis pour ouvrir directement la fenêtre d'accès rapide dans l'onglet souhaité, modifier son opacité ou son com<SoftHyphen/>por<SoftHyphen/>te<SoftHyphen/>ment pour qu'elle se ferme au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment après utilisation, entre autres options."
30,"Utilisation","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Manette<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Lors de l'ouverture de la fenêtre d'accès rapide, le curseur est déplacé au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment sur son emplacement central. L'utilisation combinée de l'accélération de curseur et des <If(GreaterThan(PlayerParameter(75),0))>touches<Else/>boutons</If> de déplacement permet d'accéder à n'importe lequel des 25 emplacements en deux manipulations maximum.

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Clavier<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Il suffit de cliquer sur l'action souhaitée dans la fenêtre d'accès rapide. Il est également possible de changer d'onglet en utilisant la molette de la souris."
31,"Donjons alt. (sadique) - restrictions","Les actions embranchées sont in<SoftHyphen/>uti<SoftHyphen/>li<SoftHyphen/>sa<SoftHyphen/>bles dans les versions sadiques des donjons alternatifs.

Ces instances sont uniquement accessibles en équipe préformée de 4 joueurs remplissant les conditions requises."
32,"Synchronisation de niveau spéciale","Les donjons à embranchements sont généralement accessibles aux classes/jobs de niveau 90 et supérieur, mais certains d'entre eux proposent une <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>synchronisation de niveau<UIGlow>01</UIGlow><UIForeground>01</UIForeground> lorsque ce prérequis n'est pas rempli.

Accomplir un donjon à embranchements en niveau synchronisé octroie des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>points d'expérience<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en guise de récompense à la place de mémoquartz allagois."
33,"Donjons à embranchements (avancé)","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Les donjons à embranchements (avancé)<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont désormais accessibles.

Ce mode de jeu est <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>conçu spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment pour combattre une succession de boss<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans l'ordre choisi. Il est possible de quitter la mission librement après chaque af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment.

Vous pouvez <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>choisir jusqu'à deux actions embranchées<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Ce contenu doit être effectué par 2 à 4 joueurs, ce qui signifie que le groupement automatique est <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>obligatoire en cas d'enregistrement en solo<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Pour vous enregistrer, rendez-vous dans l'onglet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Donjons sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>res<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, en haut de la fenêtre des donjons spéciaux."
34,"Lancement","La fenêtre d'accès rapide peut être ouverte à partir de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>la section Autres de la fenêtre Actions et traits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Il est également possible d'y accéder par les moyens suivants<Indent/>:
- Enregistrer dans la barre de raccourcis les actions ouvrant des onglets spécifiques
- Configurer l'attribution des touches pour manette
(Paramètres <66>16</66> depuis le menu Configuration système)
- Configurer l'attribution des touches pour clavier
- Utiliser des commandes texte"
35,"",""
36,"",""
