key,0,1,2,3,4,5
35,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> den Namen des Gebäudes <Sheet(PlaceName,IntegerParameter(1),8,2)/>, <Value>IntegerParameter(2)</Value>. Bezirk - <Value>IntegerParameter(3)</Value> in „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ geändert.",4,9,0,5,11
36,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> das Grußwort von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ geändert.",4,8,0,5,11
37,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> ein Grundstück <Sheet(PlaceName,IntegerParameter(1),8,2)/>, <Value>IntegerParameter(2)</Value>. Bezirk - <Value>IntegerParameter(3)</Value> erworben.",4,7,0,5,11
38,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> das Grundstück <Sheet(PlaceName,IntegerParameter(1),8,2)/>, <Value>IntegerParameter(2)</Value>. Bezirk - <Value>IntegerParameter(3)</Value> aufgegeben.",4,7,0,5,11
39,"Das Grundstück <Sheet(PlaceName,IntegerParameter(1),8,2)/>, <Value>IntegerParameter(2)</Value>. Bezirk - <Value>IntegerParameter(3)</Value> wurde automatisch zurückgegeben.",0,7,0,5,11
40,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> auf dem Grundstück <Sheet(PlaceName,IntegerParameter(1),8,2)/>, <Value>IntegerParameter(2)</Value>. Bezirk - <Value>IntegerParameter(3)</Value> ein Gebäude vom Typ „<Sheet(HousingPreset,IntegerParameter(4),0)/>“ errichtet.",4,7,1,5,11
41,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ entfernt.",4,8,0,5,11
42,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Außenelemente von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ geändert.",4,8,0,5,11
43,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Innenelemente von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ geändert.",4,8,0,5,11
44,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Zimmerausstattung von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ umgestellt.",4,8,0,5,11
45,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Gartenausstattung von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ umgestellt.",4,8,0,5,11
46,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> eine Nachricht aus dem Diarium von „<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>“ gelöscht.",4,8,0,5,11
47,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> ein Beitrittsgesuch gestellt.",4,0,0,2,12
48,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> das Beitrittsgesuch zurückgezogen.",4,0,0,2,12
49,"Der Charakter „<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>“ wurde gelöscht.",4,0,0,2,12
50,"Die Aufnahme von <If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(3)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,3,1)/><Else/>ObjectParameter(2)</If></If> wurde abgelehnt.",4,0,0,2,12
51,"Die maximale Anzahl von Beitrittsgesuchen ist erreicht.",0,0,0,2,12
52,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> in <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>, <Sheet(Item,IntegerParameter(1),9)/> ausgesät.",4,10,1,6,13
53,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Pflanze in <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>, mit <SheetDe(Item,1,IntegerParameter(1),1,3,1)/> versorgt.",4,10,1,6,13
54,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Pflanze in <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>, gepflegt.",4,10,0,6,13
55,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> in <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>, <SheetDe(Item,1,IntegerParameter(2),IntegerParameter(1),4,1)/> geerntet.",4,11,1,6,13
56,"Außerdem konnte<If(Equal(IntegerParameter(1),1))><Else/>n</If> durch erfolgreiche Kreuzung <SheetDe(Item,1,IntegerParameter(2),IntegerParameter(1),1,1)/> geerntet werden.",0,11,1,6,13
57,"Da <If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If> nicht anwesend <If(Equal(ObjectParameter(1),ObjectParameter(2)))>bist<Else/>ist</If>, wurden die Rechte als <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If> weitergegeben.",4,5,0,2,3
58,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> die Pflanze in <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>, vernichtet.",4,10,0,6,13
59,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> das Gebäude um Zimmer Nr. <Value>IntegerParameter(1)</Value> erweitert.",4,0,1,5,11
60,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> Zimmer Nr. <Value>IntegerParameter(1)</Value> geräumt.",4,0,1,5,11
61,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> den Chocobo-Stall gesäubert.",4,0,0,7,11
62,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> <If(Equal(ObjectParameter(1),ObjectParameter(3)))><Switch(4)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(8))><SheetDe(ObjStr,2,PlayerParameter(8),1,4,1)/><Else/>ObjectParameter(3)</If></If> trainiert.",4,12,0,7,11
63,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))><Switch(1)><Case(1)>du</Case><Case(2)>deiner</Case><Case(3)>dir</Case><Case(4)>dich</Case></Switch><Else/><If(PlayerParameter(7))><SheetDe(ObjStr,2,PlayerParameter(7),1,1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>hast<Else/>hat</If> <SheetDe(Item,1,IntegerParameter(2),1,4,1)/> in Einschub <Value>IntegerParameter(1)</Value> des Ätherrad-Ständers angebracht.",16,14,1,5,11
