key,0
25,"Wirkst du die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherfluss<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, so werden die dir verliehenen Aufladungen nun als leuchtende Symbole im sogenannten Ätherstrombalken angezeigt."
26,"Feenbalken"
27,"Mit deiner Meis<SoftHyphen/>ter<SoftHyphen/>schaft über die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherpakt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> steht dir nun auch der Feenbalken zur Verfügung! Er füllt sich immer dann mit Feenäther, wenn du Ätherfluss für Zauber wie <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Revitalisierung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Weise Voraussicht<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verbrauchst. Mit dem angesammelten Feenäther können daraufhin starke magische Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten wie <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherpakt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewirkt werden, solange du dich im Kampf befindest und deine Fee beschworen ist."
28,"Feenbalken"
29,"Nach intensiven Studien hat sich dir die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Seraph-Beschwörung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> erschlossen. Diese mysteriöse Fähigkeit verwandelt deine gerade beschworene Fee kurzzeitig in einen Seraphen. Die verbleibende Dauer dieser Beschwörung wird dir an deinem Feenbalken angezeigt."
30,"Arkana-Balken"
31,"Mit den Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Lichtziehen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Schattenziehen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> steht dir von nun an der Arkana-Balken zur Verfügung! Hältst du eine Karte in der Hand, so ändern sich die Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ausspielen I<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ausspielen II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ausspielen III<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zu ihren entsprechenden Karten, die beim Ausführen ganz verschiedene Effekte haben."
32,"アルカナシンボル/アストロサイン"
33,"Mit der Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kleine Arkana<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird deinem Arkana-Balken ein Kartenfeld für die Karten der Kleinen Arkana hinzugefügt. Führst du <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Lichtziehen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Schattenziehen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> aus, ändert sich das Kommando außerdem zu <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>König der Kronen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Königin der Kronen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
34,"Chakra-Balken"
35,"Mit dem Kommando <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Stählerne Meditation<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist es dir nun möglich, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zu öffnen. Ihre Anzahl wird dir in deinem Chakra-Balken angezeigt. Ihre geballte Energie lässt sich in den mächtigen Kommandos <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Stahlzinnen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Heulende Faust<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (Stufe 40) entfesseln, sobald du alle <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> geöffnest hast."
36,"Tierchakra-Balken"
37,"Dein Geist befindet sich in perfektem Einklang mit der Natur, wodurch du nun in der Lage bist, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Nadi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> in dir zu öffnen.
Es existieren 3 Arten von Tier-Chakren, welche du durch das Ausführen bestimmter Kommandos öffnen kannst: Das <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakra des Opo-Opos<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, das <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakra des Coeurls<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder das <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakra des Raptors<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Je nachdem, wie viele verschiedene <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du geöffnet hast, kannst du ihre Energie in unter<SoftHyphen/>schied<SoftHyphen/>liche Angriffe entladen.

Drei gleiche <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> führen zu <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Elixier-Feld<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, das dir außerdem noch das <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Mondnadi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewährt. Drei jeweils unter<SoftHyphen/>schied<SoftHyphen/>liche <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ermöglichen dir hingegen <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Zündschlag<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und damit das <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sonnennadi<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Jegliche andere Kombination an drei <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> erlaubt die Ausführung von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Neuordnung der Himmel<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Hast du sowohl <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Mondnadi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sonnennadi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> als auch drei <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tier-Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> geöffnet, steht dir die mächtige Attacke <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Tornadotritt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zur Verfügung."
38,"Blitzbalken"
39,"Die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Bruderschaft<UIGlow>01</UIGlow><UIForeground>01</UIForeground> stärkt deine Gemeinschaft mit deinen Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>gliedern! Wird sie ausgeführt, gewährst du ihnen und dir selbst <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Bruderschaft<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, wodurch sich die Maximalanzahl an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chakren<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, die du öffnen kannst, während der Wirkungsdauer auf 10 erhöht."
40,"Drachenbalken"
41,"Dein Herz ist eins mit dem des Drachen geworden, wodurch dir die Ausführung des Kommandos <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Geirskogul<UIGlow>01</UIGlow><UIForeground>01</UIForeground> nun <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Drachenherz<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewährt und deinen Angriff erhöht. Die Wirkungsdauer von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Drachenherz<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird im Drachenbalken angezeigt."
42,"Drachenbalken"
43,"Die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Meister der Lanze IV<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewährt dir bei Ausführung von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Überfallsstoß<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Groll des Drachen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> nun jeweils ein <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Wyrmauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Hast du zwei <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Wyrmaugen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gesammelt, steht dir der Angriff <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Zwillingswyrm<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zur Verfügung."
44,""
45,"Kazematoi"
46,"Erfolgreiches Ausführen von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Harnischbrecher<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Kazematoi<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, wodurch <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Äolusklinge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verstärkt wird. Wird <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Harnischbrecher<UIGlow>01</UIGlow><UIForeground>01</UIForeground> als Kombo ausgeführt, kannst du dir bis zu 5 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Kazematoi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> gewähren. Die momentane Anzahl an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Kazematoi<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird dir in seinem zugehörigen Balken angezeigt."
47,"Ninki-Balken"
48,"Die Eigenschaft <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Shukiho<UIGlow>01</UIGlow><UIForeground>01</UIForeground> erschließt dir den Ninki-Balken, den du mittels deiner Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten zu füllen weißt. Das gesammelte Ninki kann für mächtige Techniken wie <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Krötenmedium<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Rad des Werdens<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausgegeben werden."
49,"Setsugekka-Balken"
50,"Mit dem Erlernen der drei Symbole <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Setsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Getsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Ka<UIGlow>01</UIGlow><UIForeground>01</UIForeground> hast du auch den Setsugekka-Balken freigeschaltet! Führst du eine bestimmte Kombination von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>keit aus, erhältst du eines davon. Damit ändert sich auch <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Iaijutsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>- je nachdem, wie viele Symbole du gerade hast, wird die Fähigkeit zu <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Higanbana<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Tenka Goken<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Midare Setsugekka<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
51,"Kenki-Balken"
52,"Die Eigenschaft <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kenki-Meister<UIGlow>01</UIGlow><UIForeground>01</UIForeground> erschließt dir den Kenki-Balken, den du mittels deiner Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und bei erfolgreicher Schadensreduzierung durch <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Drittes Auge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zu füllen weißt. Das gesammelte Kenki kann für tödliche Techniken wie <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hissatsu: Shinten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hissatsu: Gyoten<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hissatsu: Guren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausgegeben werden."
53,"Liedbalken"
54,"Singst du die <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ballade des Weisen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Ballade aktiv ist und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Virtuose<UIGlow>01</UIGlow><UIForeground>01</UIForeground> durch deine Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten ausgelöst wird, verringert sich der Reaktivierungs-Timer für <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Aderlass<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Tödlicher Regen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
55,"Sowohl <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Giftbiss<UIGlow>01</UIGlow><UIForeground>01</UIForeground>/<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kaustischer Biss<UIGlow>01</UIGlow><UIForeground>01</UIForeground> als auch <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beißender Wind<UIGlow>01</UIGlow><UIForeground>01</UIForeground>/<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Sturmbiss<UIGlow>01</UIGlow><UIForeground>01</UIForeground> haben mit ihrem Schaden über Zeit eine gewisse Chance, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Virtuose<UIGlow>01</UIGlow><UIForeground>01</UIForeground> auszulösen. Dadurch werden die Lieder eines Barden zu tödlichen Melodien des Schlachtfelds."
56,"Singst du die <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hymne der Krieger<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Hymne aktiv ist und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Virtuose<UIGlow>01</UIGlow><UIForeground>01</UIForeground> durch deine Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten ausgelöst wird, verringern sich das Auto-Attacke-Intervall und die (Re-)Ak<SoftHyphen/>ti<SoftHyphen/>vie<SoftHyphen/>rungs<SoftHyphen/>zei<SoftHyphen/>ten von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und Magie."
57,"Singst du das <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Menuett des Wanderers<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Hymne aktiv ist und <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Virtuose<UIGlow>01</UIGlow><UIForeground>01</UIForeground> durch deine Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten ausgelöst wird, kannst du den mächtigen Schuss <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Absolutes Gehör<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zum Einsatz bringen."
58,"Seelenstimme"
59,"Die Eigenschaft <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Klang der Seelenstimme<UIGlow>01</UIGlow><UIForeground>01</UIForeground> erschließt dir den Seelenstimmen-Balken. Er füllt sich immer dann, wenn <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Virtuose<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausgelöst wird. Deine gebündelte Seelenstimme lässt sich komplett in einem verheerenden Schuss namens <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Apex-Pfeil<UIGlow>01</UIGlow><UIForeground>01</UIForeground> bündeln."
60,"Äthertransformator"
61,"Von nun an steht dir der Hitzebalken zur Verfügung! Bestimmte Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten generieren Hitze, die diesen Balken nach und nach füllt. Erreicht sie einen gewissen Wert, kannst du die Fähigkeit <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hyperladung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> anwenden, um dich in den Zustand der Überhitzung zu begeben. Die Überhitzung gewährt dir Zugriff auf mächtige Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten wie <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Hitzeschuss<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Armbrust<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, die mit deinen Feinden kurzen Prozess machen."
62,"Äthertransformator"
