key,0,1
8,"Rollenverteilung","In Gruppen, die über die Raid-Suche zu<SoftHyphen/>sammen<SoftHyphen/>gestellt wurden, können zwei Spieler nicht den gleichen Job spielen, es sei denn, es liegen besondere Bedingungen vor.
Es gibt drei Arten von Angreifern (Nahkampf, physischer Fernkampf, magischer Fernkampf) und „Nicht festgelegt“.

Ist das Ziel des Raids „Raid abschließen“, dann müssen die Jobs unter „Nicht festgelegt“ andere sein, als die in den anderen drei Kategorien. Ist das Ziel des Raids „Raid üben“, dann dürfen die Jobs frei gewählt werden.

Bei epischen Inhalten sind nur Gruppen zugelassen, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>die über jeweils einen Heiler der Kategorien „Primär-Heiler“ und „Barriere-Heiler“ verfügen.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
・ Primär-Heiler: Weißmagier, Astrologe
※ Jobs, die den Fokus auf das Heilen von Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>gliedern haben.
・ Barriere-Heiler: Gelehrter, Weiser
※ Jobs, die neben dem Heilen von Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>gliedern auch Schaden von diesen abwenden und schützende Barriere-Effekte nutzen können.

"
9,"Spielfortschritt in Gruppen","Der Startpunkt bestimmt sich nach dem Fortschritt des Gruppenanführers. Alle Mitglieder können von diesem Punkt aus teilnehmen. Der Fortschritt von Mitgliedern, die weiter als der Anführer fortgeschritten sind, wird nicht überschrieben."
10,"Inhaltssuche","Über die <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Inhaltssuche<UIGlow>01</UIGlow><UIForeground>01</UIForeground> kannst du ganz einfach bestimmte Dungeons gemeinsam mit anderen Spielern erleben.
Interagiere hierfür mit dem Eingangsportal und wähle „Mit anderen Spielern betreten“, um die Inhaltssuche zu öffnen."
11,"Registrierung für einen Inhalt","Als Erstes wählst du einen Inhalt aus der Liste und dann <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Teilnehmen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Damit bist du für diesen Spielinhalt registriert und die Suche nach passenden Mitstreitern wird gestartet.

※ Wenn ein <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Schloss<UIGlow>01</UIGlow><UIForeground>01</UIForeground>-Icon angezeigt wird, ist dieser Inhalt für dich noch nicht zugänglich."
12,"Status der Inhaltssuche","Sobald du in der Inhaltssuche registriert bist, kannst du den Status der Suche für diesen Inhalt (Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder und Server-Status) ansehen, indem du im <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hauptmenü<UIGlow>01</UIGlow><UIForeground>01</UIForeground> unter <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Spielinhalte<UIGlow>01</UIGlow><UIForeground>01</UIForeground> die Inhaltssuche auswählst."
13,"Das Bestätigungsfenster","Sobald genügend Mitspieler gefunden wurden, wird ein Bestätigungsfenster angezeigt. Wähle dort <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Teilnehmen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, sobald du bereit bist.

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Solltest du den Inhalt nicht innerhalb des angezeigten Zeitlimits betreten, musst du mit der Inhaltsauswahl von vorn anfangen.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
14,"Verfügbare Dungeons","Mit dem Fortschreiten deines Abenteuers steigt die Anzahl der verfügbaren Inhalte in der Inhaltssuche und im Inhaltshelfer.
Inhalte, die du bereits abgeschlossen hast, kannst du beliebig oft wiederholen, indem du sie im <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hauptmenü<UIGlow>01</UIGlow><UIForeground>01</UIForeground> unter <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Spielinhalte<UIGlow>01</UIGlow><UIForeground>01</UIForeground> in der Inhaltssuche oder im Inhaltshelfer erneut auswählst."
15,"Die Gewölbesuche nutzen","Das Unstete und Kuriose Gewölbe kannst du entweder betreten, indem du mit einem entsprechenden NPC sprichst bzw. den Inhaltseingang auswählst, oder aber die <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gewölbesuche<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (Hauptmenü → Spielinhalte) nutzt.

In der Gewölbesuche werden alle Informationen zur Teilnahme angezeigt. Auch kannst du hier diverse Einstellungen vornehmen, ehe du einen Inhalt betrittst."
16,"Das Unstete Gewölbe betreten","Das Unstete Gewölbe nutzt eine spezielle Mechanik, die seine Schwierigkeit <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>automatisch auf eine Gruppengröße zwischen einem und vier Spielern anpasst<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Es mag zwar eine Heraus<SoftHyphen/>forde<SoftHyphen/>rung sein, aber ein Unstetes Gewölbe kann durchaus alleine bezwungen werden.

Willst du es alleine oder nur mit Freunden versuchen, stelle sicher, dass du die <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Suche nach einer zufälligen Gruppe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> nicht aktiviert hast, ehe du dich zur Teilnahme registrierst.

Gleichzeitig bietet dir diese Option die Möglichkeit, eine zufällige Gruppe aus vier Spielern zu<SoftHyphen/>sammen<SoftHyphen/>zustellen und das Unstete Gewölbe gemeinsam zu bestreiten."
17,"Das Unstete Gewölbe bestreiten","Im Unsteten Gewölbe können sogenannte unstete Kommandos eingesetzt werden, damit eine Gruppe nicht an eine bestimmte Komposition aus Rollen und Jobs gebunden ist.

Verteidiger und Angreifer erhalten beispielsweise besondere Heilung und Wiederbelebung - derlei <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>spezielle Kommandos<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sind für jede Rolle verfügbar.

Zwei dieser Kommandos können im Unsteten Gewölbe genutzt werden. Welche du mit in den Inhalt nehmen möchtest, lässt sich direkt in der Gewölbesuche festlegen."
18,"Der Erkundungsbericht","Das Unstete Gewölbe bietet verschiedene Abzweigungen, die du mit eben jenen Charakteren erkunden kannst, die mit seiner Geschichte verflochten sind. Sie wird im <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Erkundungsbericht<UIGlow>01</UIGlow><UIForeground>01</UIForeground> niedergeschrieben.

Im Inhalt wirst du einzelne Seiten finden, die dem Bericht hinzugefügt werden und die Geschichte eines Unsteten Gewölbes nach und nach enthüllen.

Du öffnest den Erkundungsbericht, indem du in der Gewölbesuche das große Charakterportrait auswählst."
19,"Das Kuriose Gewölbe bestreiten","Das Kuriose Gewölbe ist eine zusätzliche Heraus<SoftHyphen/>forde<SoftHyphen/>rung, die allerlei Taktik und Geschick erfordert.

In der Gewölbesuche kann oben zwischen Unsteten und Besonderen Gewölben gewechselt werden.

Im Kuriosen Gewölbe gibt es keine Charaktere, die die Spielergruppe begleiten, keine Abzweigungen und auch keine Seiten zu entdecken. Dafür werden in der Gewölbesuche andere Elemente angezeigt, wie die spezielle Währung."
20,"Einschränkungen","Im Gegensatz zum Unsteten Gewölbe, kannst du im Kuriosen Gewölbe deinen <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Job nicht wechseln<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Auch die Wiederbelebung durch reguläre Kommandos ist beschränkt<Indent/>- lediglich unstete Kommandos können dafür eingesetzt werden."
21,"Vorstellung der Gruppenmitglieder","Die Vorstellung einer Gruppe geschieht über ein Fenster, in dem das Portrait eines jeden Mitglieds automatisch zu Beginn von Dungeons und Raids angezeigt wird. Die Größe und Position dieses Fensters kann zwar nicht verändert werden, jedoch lässt es sich über die Charaktereinstellung komplett deaktivieren."
22,"Die Vorstellung öffnen","Wenn du das Fenster abermals öffnen möchtest, kannst du das innerhalb eines Inhalts über Hauptmenü → Spielinhalte → Inhaltssuche tun, indem du den Reiter „Optionen“ auswählst. Dort findest du „Vorstellung anzeigen“. Bei Beginn des Inhalts taucht sie auch in den Benachrichtigungen auf und kann dort abermals eingesehen werden."
23,"Weitere Einstellungen","Unter „Vorstellung anzeigen“ können außerdem drei weitere Einstellungen bestimmt werden:
・Portraits zum Inhaltsbeginn als Vorstellung einblenden
・Als Benachrichtigung anzeigen
・Bei vier oder weniger Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>gliedern unten anzeigen"
24,"",""
25,"Gegenstandsstufe","Wenn du ein Unstetes Gewölbe mit einer zufälligen Gruppe aus vier Spielern betrittst, müssen alle Spieler der Gruppe eine mittlere Gegen<SoftHyphen/>stands<SoftHyphen/>stufe ihrer Ausrüstung innehaben. Betrittst du den Inhalt jedoch alleine oder nur mit den Mitgliedern einer bestehenden Gruppe, spielt die Gegen<SoftHyphen/>stands<SoftHyphen/>stufe keine Rolle."
26,"Suchkriterien für Kuriose Gewölbe","Im Kuriosen Gewölbe kann das Suchkriterium <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Abgeschlossen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> nur dann benutzt werden, wenn du den Inhalt zuvor auch mindestens einmal vollständig abgeschlossen hast."
27,"Kommandotafel","Auf der Kommandotafel können <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>häufig benutzte Kommandos angelegt und leichter ausgelöst<UIGlow>01</UIGlow><UIForeground>01</UIForeground> werden.

So kannst du z. B. den Zugriff auf Reittiere, Begleiter, Emotes und Ausrüstungssets vereinfachen und dein Abenteurerleben bequemer gestalten."
28,"Registrierung","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow><66>02</66>-Steuerung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Kommandos können über <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>die Option „In der Kommandotafel anlegen“ im Modus „Kommandomenü belegen“<UIGlow>01</UIGlow><UIForeground>01</UIForeground> registriert werden.

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Maus-Steuerung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Kommandos können mit der Maus <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>auf den gewünschten Slot der Kommandotafel gezogen und dort abgelegt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> werden."
29,"Einstellungen","Benutze das Zahnrad-Symbol oben rechts oder das Untermenü, um die Einstellungen für die Kommandotafel zu öffnen.

Dort findest du Optionen, um bestimmte Kommandos direkt zu öffnen, die Farbintensität zu ändern oder die kontinuierliche Ausführung ohne Schließen des Fensters einzurichten."
30,"Bedienung","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow><66>02</66>-Steuerung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Der Fokus liegt in der Mitte der Slots. So kannst du alle Felder mit maximal zwei Schritten erreichen.

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Maus-Steuerung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Eine Bewegung und ein Klick reichen, um das gewünschte Kommando auszuführen. Außerdem kannst du mit dem Mausrad schnell die Seite wechseln."
31,"Bedingungen der epische Variante","In der <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>epischen Variante<UIGlow>01</UIGlow><UIForeground>01</UIForeground> des Kuriosen Gewölbes können <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>keine unsteten Kommandos<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ausgeführt werden.

Um sie zu betreten, müssen alle vier Spieler der Gruppe die Anforderungen erfüllen."
32,"Besondere Stufenanpassung","Unstete Gewölbe sind in der Regel für alle Klassen und Jobs der Stufe 90 und höher zugänglich. Sollte diese Voraussetzung nicht erfüllt sein, erfolgt automatisch eine <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stufenanpassung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Für den erfolgreichen Abschluss eines unsteten Gewölbes mit angepasster Stufe erhältst du als Belohnung <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Routine<UIGlow>01</UIGlow><UIForeground>01</UIForeground> anstelle von Allagischen Steinen."
33,"Unstete Gewölbe (fortgeschritten)","Du hast <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Unstete Gewölbe (fortgeschritten)<UIGlow>01</UIGlow><UIForeground>01</UIForeground> freigeschaltet.

Unstete Gewölbe (fortgeschritten) sind speziell dafür konzipiert, die entsprechenden <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Bosse in einer frei gewählten Reihenfolge bekämpfen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> zu können. Die Mission kann nach jedem Kampf verlassen werden.

Du kannst <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>zwei Unstete Kommandos<UIGlow>01</UIGlow><UIForeground>01</UIForeground> auswählen. Unstete Gewölbe (fortgeschritten) müssen mit zwei bis vier Spielern bestritten werden. <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Bei Einzelanmeldungen werden die freien Plätze automatisch zufällig besetzt<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Unstete Gewölbe (fortgeschritten) findest du in der Gewölbesuche unter <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Besondere Gewölbe<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
34,"Öffnen der Kommandotafel","Die Kommandotafel kann in der <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Kommandoliste unter Extras<UIGlow>01</UIGlow><UIForeground>01</UIForeground> aufgerufen werden.

Der Zugriff ist auch auf folgende Weise möglich:
- Direktes Speichern im Kommandomenü
- Zuweisung in der Tastenbelegung:
  Systemkonfiguration → <66>16</66>-Einstellungen bzw. System → Tastenbelegung
- Textbefehle"
35,"",""
36,"",""
