7,86804,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Stelle dich in Dungeons neuen Abenteuern!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

In Dungeons kooperierst du mit anderen Spielern und NPCs, um Monster zu bezwingen, Aufgaben zu lösen und die Bosse am Ende jedes Dungeons zur Rechenschaft zu ziehen. Für jeden abgeschlossenen Dungeon erhältst du Belohnungen, die dir auf deinen Abenteuern von Nutzen sein werden.
Du kannst deine Klasse oder deinen Job innerhalb eines Dungeons nicht wechseln und musst ihn innerhalb eines bestimmten Zeitlimits abschließen. Auf der nächsten Seite erfährst du, wie man einen Dungeon betritt."
8,86805,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wege in den Dungeon Teil 1: Inhalte betreten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Es gibt zwei Möglichkeiten, einen Dungeon zu betreten: Entweder kämpfst du an der Seite computergesteuerter NPCs oder rekrutierst mithilfe der Inhaltssuche eine Gruppe anderer Spieler. Natürlich kannst du dich auch mit anderen Spielern absprechen und manuell eine Gruppe zu<SoftHyphen/>sammen<SoftHyphen/>stellen.
Wie du einen Inhalt betrittst, hat keinen Einfluss auf den Ablauf des Geschehens, wähle also ruhig die von dir bevorzugte Methode!"
9,86806,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wege in den Dungeon Teil 2: NPCs rekrutieren (1/2)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Wenn du einen Inhalt lieber auf eigene Faust durchspielen möchtest, kannst du den <UIForeground>0F</UIForeground>Inhaltshelfer<UIForeground>01</UIForeground> nutzen, um dir eine Gruppe befreundeter NPCs an die Seite zu holen.
An einem Symbol über dem Eingangsportal erkennst du, ob der Dungeon mit dem Inhaltshelfer betreten werden kann."
10,86807,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wege in den Dungeon Teil 2: NPCs rekrutieren (2/2)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Interagiere mit dem Eingangsportal eines Dungeons und wähle „Mit NPCs betreten“ aus, um den Inhaltshelfer zu öffnen. Der Inhaltshelfer stellt, abhängig von deiner Klasse und deinem Job, automatisch eine Gruppe NPCs zusammen, die du im nächsten Fenster noch einmal überprüfen kannst.
Sobald du bereit bist, wähle „Inhalt betreten“ und stürze dich in die Schlacht!"
11,86808,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wege in den Dungeon Teil 3: Spieler rekrutieren (1/2)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Möchtest du einen Dungeon gemeinsam mit anderen Spielern erleben, kannst du über die <UIForeground>0F</UIForeground>Inhaltssuche<UIForeground>01</UIForeground> eine Gruppe rekrutieren.
Interagiere hierfür mit dem Eingangsportal und wähle „Mit anderen Spielern betreten“, um die Inhaltssuche zu öffnen. Dort kannst du entweder nach anderen Dungeons suchen, oder deine Wahl sofort mit „Teilnehmen“ bestätigen.
Die Inhaltssuche beginnt nun automatisch damit Spieler zu rekrutieren, die sich an demselben Inhalt versuchen möchten."
12,86809,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wege in den Dungeon Teil 3: Spieler rekrutieren (2/2)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Sobald die Inhaltssuche eine Gruppe von Spielern zu<SoftHyphen/>sammen<SoftHyphen/>gestellt hat, erklingt ein Alarm. Alles ist bereit für den Kampf! Wähle „Inhalt betreten“, um deinen Weg durch den Dungeon zu beginnen.
Denke daran, die anderen Spieler sind Abenteurer genau wie du! Sicher freuen sie sich über eine kurze Begrüßung von dir, bevor ihr euch eurem gemeinsamen Schicksal stellt."
13,86810,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Mehr Abenteuer, mehr Auswahl!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Mit dem Fortschreiten deines Abenteuers steigt auch die Anzahl der verfügbaren Dungeons in der Inhaltssuche und im Inhaltshelfer.
Dungeons, die du bereits abgeschlossen hast, kannst du beliebig oft wiederholen, indem du vom Reiter „Spielinhalte“ im Hauptmenü aus die Inhaltssuche oder den Inhaltshelfer aufrufst."
14,86810,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Wo kann ich diese Erklärung erneut lesen?<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Diese und weitere Erklärungen kannst du dir erneut durchlesen, indem du das „?“-Symbol in den jeweiligen Fenstern der Inhaltssuche oder des Inhaltshelfers anwählst.
Wir empfehlen dir, dich mit beiden Funktionen gut vertraut zu machen, um dein Abenteuer vollends auskosten zu können!"
15,86812,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Unstete Gewölbe - Die Qual der Wahl<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>0F</UIForeground>Unstete Gewölbe<UIForeground>01</UIForeground> sind einzigartige Inhalte, die durch <UIForeground>0F</UIForeground>verschiedene Abzweigungen<UIForeground>01</UIForeground> charakterisiert sind. Indem du diese Abzweigungen Seite an Seite mit den NPCs ihres Auftrags erkundest, wirst du nach und nach neue Elemente der Geschichte entdecken.

Um bestimmte Pfade zu öffnen, bedarf es ein ordentliches Maß an Detektivarbeit! Jeder abgeschlossene Pfad fügt eine Seite zu dem Erkundungsbericht des Inhalts hinzu, also erkunde das Gewölbe, bis du alle Abzweigungen entdeckt hast."
16,86812,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Als Gruppe oder Einzelkämpfer<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Die Schwierigkeit des unsteten Gewölbes <UIForeground>0F</UIForeground>passt sich automatisch der Gruppengröße an<UIForeground>01</UIForeground><Indent/>- man kann es alleine bestreiten, oder aber als Gruppe von bis zu vier Spielern.

Suche dir selbst Mitstreiter, nutze die automatische Gruppen<SoftHyphen/>suche oder beweise dich ganz alleine. Letzteres stellt eine beachtliche Heraus<SoftHyphen/>forde<SoftHyphen/>rung dar, ist aber keineswegs unmöglich!"
17,86813,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Unstete Kommandos<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Um die Zusammenstellung der Rollen so frei wie möglich zu gestalten, können in unsteten Gewölben sogenannte <UIForeground>0F</UIForeground>unstete Kommandos<UIForeground>01</UIForeground> verwendet werden.

Sie gleichen anderen Kommandos wie Vita, Wiederbeleben oder Schutzwall und sollen die Notwendigkeit für feste Rollenzusammensetzungen aushebeln. Jeder Spieler kann im Gewölbesuche-Fenster zwei dieser Kommandos wählen und jederzeit ändern."
18,86813,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Das Gewölbe betreten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Unstete Gewölbe können über die Gewölbesuche betreten werden. Sie findet sich entweder im Hauptmenü unter „Spielinhalte“, oder öffnet sich beim Ansprechen des NPCs am Eingang des Inhalts.

In diesem speziellen Fenster findet sich alles, was man zum Erkunden eines unsteten Gewölbes braucht. Dazu gehören nicht nur die unsteten Kommandos und diverse Einstellungen, sondern auch der Erkundungsbericht, in dem die Geschichte des Inhalts Seite für Seite aufgedeckt wird."
19,86811,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Genieße das Inselparadies ganz für dich allein und ohne Hast!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Erkunde deine Insel und finde allerlei Schätze der Natur, pflege deinen eigenen Garten und halte deine eigenen Tiere<Indent/>- all das, was das stressige Abenteurerleben sonst selten hergibt!"
20,86811,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Klasse? Unwichtig!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Im Inselparadies spielt es keinerlei Rolle, ob du ein erfahrener Handwerker oder Sammler bist, oder die Klassen gar nicht freigeschaltet hast. Auf deiner Insel kannst du schalten und walten, ganz gleich, welche Stufe und Klasse du bist!"
21,86811,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Inselstufe und -routine<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Wenn du auf deiner Insel einer Aktivität nachgehst, erhältst du dafür Inselroutine. Hast du genug gesammelt, steigt deine Inselstufe und du schaltest neue Funktionen frei."
22,86811,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Meilensteine<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Auf deiner Insel gibt es bestimmte Meilensteine zu erreichen, die dir den nächsten Schritt zu ihrem Ausbau vorzeichnen. Wenn du einmal nicht weiterweißt, kannst du dich an dem nächsten Meilenstein orientieren."
23,86814,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Die Anfänger-Arena wurde freigeschaltet!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

In der Anfänger-Arena kannst du alleine die Grundlagen von Gruppenkämpfen und die Aufgaben der verschiedenen Rollen erlernen. Du kannst sie jederzeit betreten, indem du im Hauptmenü „Spielinhalte“ und dann „Anfänger-Arena“ wählst oder einen Lehrmeister in einer Aben<SoftHyphen/>teurer<SoftHyphen/>gilde ansprichst.
Durch Abschluss der Übungen erhältst du auch Ausrüstung, die dir sicherlich auf deinen weiteren Abenteuern nützlich sein wird!"
24,86815,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Der Anfänger-Arena wurden neue Übungen hinzugefügt!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

In den neu hinzugefügten Übungen kannst du alleine die Markierungen verschiedener Angriffsarten kennenlernen und erfahren, wie man korrekt auf diese reagiert. Du kannst dich ihnen jederzeit stellen, indem du im Hauptmenü „Spielinhalte“ und dann unter „Anfänger-Arena“ den entsprechenden Reiter wählst oder einen Lehrmeister in einer Aben<SoftHyphen/>teurer<SoftHyphen/>gilde ansprichst.
Das Wissen, das du dir in diesen Übungen aneignen kannst, wird dir sicherlich auf deinen weiteren Abenteuern nützlich sein!"
25,86817,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ „Kreszentia“ kann nun erkundet werden!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Auf dieser Insel, die mitten im ominösen Dreieck des Todes liegt, dreht sich alles ums Erkunden eines geheimen Eilands, das von einer magischen Barriere umschlossen ist. Kreszentia bietet dir nicht nur fordernde Kämpfe, die nur als große Gruppe bestritten werden können, sondern auch eine bunte Auswahl an Gegnern, denen du dich getrost alleine stellen kannst. Eine Vielzahl an Mysterien, Fallen und Gefahren erwarten dich!
<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Kreszentia ist ein Inhalt mit besonderen Regeln und Spielmechaniken. Bitte lies die folgenden Erklärungen sorgfältig durch, bevor du dich auf die Insel wagst!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
26,86818,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Teilnahme ab Stufe 100<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Du kannst mit <UIForeground>0F</UIForeground>jeder Kampfklasse der Stufe 100<UIForeground>01</UIForeground> teilnehmen, sofern deren <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gegen<SoftHyphen/>stands<SoftHyphen/>stufe 690 oder höher<UIGlow>01</UIGlow><UIForeground>01</UIForeground> beträgt. Sobald du die Insel betrittst, wird deine Gegen<SoftHyphen/>stands<SoftHyphen/>stufe auf 700 gesetzt.
Außerdem kannst du auf Kreszentia jederzeit zu einer anderen Klasse der Stufe 100 wechseln."
27,86819,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Wissen für die Wissensstufe ①<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Auf Kreszentia gibt es die sogenannte <UIForeground>0F</UIForeground>Wissensstufe, die nur auf der Insel gültig ist<UIForeground>01</UIForeground> und deinen Routinegewinn innerhalb des Inhalts repräsentiert. Besagte Routine nennt sich dem<SoftHyphen/>ent<SoftHyphen/>spre<SoftHyphen/>chend Wissen, und <UIForeground>0F</UIForeground>wenn du genügend Wissen hast, steigt auch deine Wissensstufe<UIForeground>01</UIForeground>. Wissen erhältst du, wenn du an großen Gefechten teilnimmst, aber auch beim Besiegen einzelner Gegner, die über die Insel wandern."
28,86819,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Wissen für die Wissensstufe ②<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Die Wissensstufe hat maßgeblichen Einfluss auf das Kampfgeschehen auf Kreszentia. Um dir das Erkunden zu erleichtern, solltest du unbedingt ein wachsames Auge auf sie halten und stets darum bemüht sein, sie zu erhöhen.

※ Im Kampf hat die Diskrepanz zwischen den Wissensstufen einen massiven Einfluss auf den ausgeteilten und erlittenen Schaden. Achte also gut darauf, welche Feinde du herausforderst."
29,86820,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Bestreite große Schlachten!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Auf Kreszentia gibt es auch sogenannte <UIForeground>0F</UIForeground>kritische Begegnungen<UIForeground>01</UIForeground>, an denen bis zu 72 Spieler teilnehmen können. Wird eine solche Schlacht erfolgreich geschlagen, gibt es dafür große Belohnungen wie massenweise Wissen. Im Gegensatz zu regulären Gegnern sind kritische Begegnungen nicht an Wissensstufen gebunden, also kann jeder problemlos daran teilnehmen, der möchte.

Auch die Rückführung funktioniert auf Kreszentia anders. Die <UIForeground>0F</UIForeground>Demi-Rückführung<UIForeground>01</UIForeground> bringt dich ohne Reaktivierungs-Timer zurück ins Basislager."
30,0,""
31,86816,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>Du bist nun Teil von Projekt Kosmo-Erkundung!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Bei der <UIForeground>0F</UIForeground>Kosmo-Erkundung<UIForeground>01</UIForeground> verbündest du dich mit anderen Spielern der gleichen Welt, um Sinus Ardorum und viele weitere Gestirne zu erkunden und das Projekt weiterzuentwickeln.

Sammle allerhand Materialien oder stelle nützliche Gegenstände her und lasse Searchingways Traum Realität und die Kosmo-Erkundung zu einem vollen Erfolg werden!"
32,86816,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Zulässige Klassen und Schwierigkeitsanpassung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Die Kosmo-Erkundung ist ein auf Handwerker und Sammler beschränkter Inhalt.

Zudem unterliegen die sogenannten Stellarmissionen der <UIForeground>0F</UIForeground>Schwierigkeitsanpassung<UIForeground>01</UIForeground>, wodurch sowohl Schwierigkeit als auch Vergütung an die jeweilige Charakterstufe angepasst wird."
33,86816,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Sonderregeln für Erkundungsareale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Durch die Kraft der Zentralkristalle wird der Sprint von Handwerkern und Sammlern in Arealen der Kosmo-Erkundung zu dem sogenannten „Kosmo-Sprint“. Dieser verfügt über eine höhere Ge<SoftHyphen/>schwindig<SoftHyphen/>keit und Effektdauer."
34,86816,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Dein Freund, das Exotablet<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Auch außerhalb der Stellarmissionen und Mecha-Einsätze gibt es bei der Kosmo-Erkundung so einiges zu erleben.
Ein Blick auf die <UIForeground>0F</UIForeground>Erkundungsgrundlagen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> in deinem <UIForeground>0F</UIForeground>Exotablet<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verrät dir im Detail, was dich alles erwartet."
35,86816,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■ Erkundungsareale betreten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

In Mare Lamentorum wartet Drivingway darauf, dich mit seinem Sternenmobil zum Erkundungsareal deiner Wahl zu bringen.

Darüber hinaus kannst du auch über den Ätheryten in Bestways Rast direkt das aktuellste Erkundungsareal betreten.

Bei einem hohen Ansturm an Spielern werden die Areale instanziiert."
