key,0,1,2
21,0,"<Emphasis>Der Wieder<SoftHyphen/>aufbau Ishgards</Emphasis> ist ein öffentliches Großprojekt, das auf gemeinsamen Beschluss des Oberhauses und Unterhauses ins Leben gerufen wurde.

Im Zuge des verabschiedeten Großprojekts werden nunmehr Arbeitskräfte jedweden Standes für die Wiedererrichtung der Himmelsstadt gesucht. Diese Ausschreibung richtet sich nicht nur an die Bürger Ishgards selbst, sondern an Experten ihrer Zunft aus ganz Eorzea und darüber hinaus.

Mithilfe und Unterstützung wird mit speziellen <SheetDe(Item,5,28063,2,3,1)/> vergütet, die in der Himmelsstadt nach Belieben gegen diverse Gegenstände getauscht werden können. Für Rückfragen bitten wir, sich an Enie zu wenden. Des Weiteren wird auf <SheetDe(EObj,2,2010775,1,4,1)/> hingewiesen, an dem die Fortschritte des Wieder<SoftHyphen/>aufbaus und insbesondere anstehende Aufbauprojekte eingesehen werden können.

<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>Der Wieder<SoftHyphen/>aufbau ist abgeschlossen. Wir danken allen Helfern von ganzem Herzen für ihre Hilfe.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",""
22,0,"Die Arbeiten am Kreuzkarst-Spalier haben begonnen!","Francel"
23,0,"Die Arbeiten an der Estrade der Sankt Roelle haben begonnen!","Francel"
24,0,"Die Arbeiten am Genist haben begonnen!","Francel"
25,0,"Das Genist wurde vollständig wiederaufgebaut!","Francel"
26,70308,"An alle Helferinnen und Helfer,

Ich bin überwältigt, wie viel Zuspruch der Wieder<SoftHyphen/>aufbau erhalten hat. So viel, dass euch dadurch allerart Un<SoftHyphen/>annehm<SoftHyphen/>lichkeiten entstanden sind. Für diese möchte ich mich aufrichtig entschuldigen. Unser nächstes Projekt ist das Genist<Indent/>- ein wiedererrichteter Wohnbezirk, der jenen ein neues Zuhause werden soll, die ihre Heime an die Feuer des Krieges verloren haben. Wir beginnen dieses Großprojekt mit dem Bau des Kreuzkarst-Spaliers und der Estrade der Sankt Roelle, die letztlich in das eigentliche Genist münden werden. Wie immer danke ich allen Helferinnen und Helfern aus tiefstem Herzen.

Francel Haillenarte",""
27,70309,"Der Wieder<SoftHyphen/>aufbau geht weiter, meine Lieben. Dafür muss der Schutt des eingestürzten Turms im Norden weggeräumt werden. Der Arbeitsablauf gestaltet sich wie folgt:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und das war's auch schon.

Grüße
Augebert",""
28,70310,"Hier schreibt Flotpassant aus der Materialkontrolle! Ich darf berichten, dass wir uns nach wie vor dem eingestürzten Turm widmen, den es wegzuräumen gilt. Passt gut auf eure Füße auf, der Pfad ist schmal und alles liegt voller Geröll!

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Außerdem will ich noch einmal darauf hinweisen, dass Sammler nun zum Diadem fliegen und dort Rohmaterialien für den Wieder<SoftHyphen/>aufbau
sammeln dürfen!

Flotpassant",""
29,70311,"Hallihallo, hier Lizbeth von der Kupo-Tombola! Mit dem Kreuzkarst-Spalier kommen wir ausgezeichnet voran, weiter so! Im Moment stehen zwei Arten von Arbeit an:

Das Große Aufräumen
1. Die allerletzten Trümmerteile aus dem Spalier schaffen

Das Große Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Lizbeth",""
30,70312,"Die Arbeiten am Kreuzkarst-Spalier neigen sich dem Ende! Der große Platz in der Mitte ist der erste Schritt zu einer ordentlichen Flaniermeile, legt euch also nochmal richtig ins Zeug.

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",""
31,70313,"Liebe Helferinnen und Helfer,

Das Kreuzkarst-Spalier erstreckt sich vor uns als ein Weg in die Zukunft der Himmelsstadt! Wie immer danke ich allen Helferinnen und Helfern aus tiefstem Herzen.
Als Nächstes soll die Estrade der Sankt Roelle zum Lustwandeln einladen. Auch wenn dies kein einfaches Unterfangen wird, so weiß ich doch, dass vereinte Kräfte auch Unmögliches möglich machen!

Francel Haillenarte",""
32,70314,"Nach viel Schweiß und harter Arbeit ist das Kreuzkarst-Spalier endlich fertig. Zeit zum Ausruhen haben wir allerdings nicht, denn es geht sofort mit dem nächsten Aufbauprojekt weiter. Folgendes gibt es zu tun:

1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",""
33,70315,"Zum Gruße, werte Helferinnen und Helfer. Hier schreibt Ludovraint, Vorstand des Ishgarder Turniers der Talente, in großer Vorfreude auf die gänzlich von Schutt und Unrat befreite Estrade von Sankt Roelle. Diese Arbeiten gilt es dafür zu verrichten:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Möge euch die Arbeit leicht von der Hand gehen.

Ludovraint",""
34,70316,"Im nächsten Aufbauprojekt soll die Estrade der Sankt Roelle vollständig aufgeräumt und gepflastert werden. Der Ablauf gestaltet sich wie folgt:

Aufräumen
1. Die letzten Trümmerteile aus der Estrade schaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Augebert",""
35,70317,"Der neuen Estrade fehlt noch der letzte Schliff<Indent/>- namentlich ein kleiner Kanal und eine Bühne. Mit dem folgenden Ablauf haben wir beides im Hand<SoftHyphen/>umdrehen erledigt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",""
36,70318,"Meine Lieben!

Die Estrade der Sankt Roelle ist vollendet! Ihre sanft plätschernden Wasser und der Ausblick von der Bühne sollen sie für alle Bewohnerinnen und Bewohner der Himmelsstadt zu einem ruhigen Platz des Lustwandelns machen.
Des Weiteren können wir uns nun <Emphasis>endlich</Emphasis> dem eigentlichen Wohnbezirk widmen und ihn mit neuen Häusern füllen, auf dass kein Ishgarder mehr in der Kälte frieren muss. Denkt bei jedem Hammerschlag, bei jedem Sägestreich an dieses noble Ziel. Ich verlasse mich auf eure fähigen Hände.

Francel Haillenarte",""
37,70319,"Endlich ist es so weit und wir widmen uns dem eigentlichen Wohnbezirk. Wie immer gilt es fürs Erste, den Schutt zu beseitigen. Das verläuft wie folgt:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und das war's auch schon.

Grüße
Augebert",""
38,70320,"Potkin hier! Ich bin wie immer überwältigt von den vielen Lieferungen, die ich jeden Tag entgegennehmen darf! Dank eures Fleißes steht das nächste Projekt schon in den Startlöchern und dies gilt es dafür zu tun:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Meinen herzlichsten Dank an alle Helferinnen und Helfer!

Potkin",""
39,70321,"Hallo ihr Lieben, Lizbeth hier! Das Genist ist jetzt fast komplett von Schutt befreit und wir befinden uns im absoluten Endspurt, bevor es an den Häuserbau gehen kann! Ihr wisst ja, wie es geht:

1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Ich sehe euch beim Glücks-Kupo!

Lizbeth",""
40,70322,"Alle Trümmer beseitigt! Es verbleiben nur noch ein paar Kiesel, die weggeräumt werden können, während wir uns bereits ans Pflastern machen können. Das Genist nimmt Gestalt an.

Aufräumen
1. Die letzten Trümmerteile aus dem Genist schaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Augebert",""
41,70323,"Nach all der Arbeit und all den Mühen können wir uns endlich an die eigentlichen Häuser machen. Ein herzliches Dankeschön an die fleißigen Helfer. Der Arbeitsplan gestaltet sich wie folgt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Behaltet unser nobles Ziel stets vor Augen.

Grüße
Augebert",""
42,70324,"Im Genist sprießen mehr und mehr Häuser aus dem Boden<Indent/>- ein warmes Dankeschön an alle Handwerker an dieser Stelle! Noch stecken wir allerdings mitten im Projekt und bitten daher um weitere Mithilfe:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Denkt daran, eure Aufbauscheine einzutauschen!

Enie",""
43,70325,"Willkommen in der dritten und letzten Phase unseres Aufbauprojekts! Es ist fast geschafft und am grundsätzlichen Plan ändert sich wenig:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Und das war's auch schon.

Grüße
Augebert",""
44,70326,"Meine Lieben!

Ich vermag es kaum in Worte zu fassen, welche Gefühle mich beim Anblick der Straßen und Häuser des Genists überkommen. Ihr habt wirklich alles getan, um die Vision eines neuen Zuhauses für die Frierenden und Hungernden Wirklichkeit werden zu lassen. Nun obliegt es mir, die Himmelsstadt mit Leben zu füllen. Und euch, meine wackeren Helferinnen und Helfer, bitte ich um ein wenig Geduld. Das nächste Großprojekt unseres waghalsigen Traums will geplant werden.

In tiefer Demut und Dankbarkeit

Francel Haillenarte",""
45,0,"Das Glücks-Kupo ist das neue Rubbellos-System der Himmelsstadt, das eng mit Potkins Materiallieferungen verknüpft ist.

Bei der Lieferung von bestimmten Materialien erhalten Handwerkerinnen und Handwerker nun Kupo-Stempel. Für fünf Stempel gibt es einen Glücks-Kupopon, der wiederum gegen ein Rubbellos getauscht werden kann.

Auf dem Los befindet sich ein Kästchen auf der linken Seite, das Symbole im Wert von 2 bis 4 bereit hält, und drei Kästchen auf der rechten Seite, die alle Symbole inklusive der Niete verbergen. Jedes Symbol entspricht einem Preis, der sich von Los zu Los unterscheidet<Indent/>- selbst<SoftHyphen/>verständ<SoftHyphen/>lich auch Exklusivgewinne! Für weitere Fragen steht Lizbeth gerne zur Verfügung.",""
46,0,"Das Diadem, die fliegende Inselkette in den Wolken, reich an Bodenschätzen und Ressourcen, ist nunmehr der Öffentlichkeit zugänglich.

In diesem Sinne bieten wir fähigen Sammlerinnen und Sammlern Expeditionen zum Diadem an. Zusätzlich beinhaltet eine solche Exkursion eine spezielle Waffe namens Ätherschütz, die zur Tilgung der Diadem-Bestien dient.

Es gilt zu beachten, dass alle Materialien aus dem Diadem einer speziellen Kontrolle unterzogen werden müssen. Sammler wenden sich mit ihrer Ausbeute bitte an Flotpassant. Jegliche Ressourcen werden an dieser Stelle mit <SheetDe(Item,5,28063,2,3,1)/> vergütet.

Sammler wenden sich bitte mit weiteren Fragen an Aurvael, dem Leiter der Diadem-Erschließung.",""
47,0,"Die Arbeiten am Federfall-Quartier haben begonnen!","Francel"
48,0,"Die Arbeiten an der Allee des Abakus haben begonnen!","Francel"
49,0,"Die Arbeiten am Raureif-Refugium haben begonnen!","Francel"
50,0,"Das Genist wurde vollständig wiederaufgebaut!","Francel"
51,70327,"Liebe Helferinnen und Helfer,
mit eurer tatkräftigen Unterstützung konnte der Wieder<SoftHyphen/>aufbau des Genists in Rekordzeit abgeschlossen werden. Nach und nach ziehen immer mehr neue Bewohner in das frisch renovierte Wohngebiet. Tausend Dank!
Als nächstes Projekt wollen wir das Federfall-Quartier als Handelsbezirk ausbauen, um die Wirtschaft der Himmelsstadt zu stärken. Als Generaldirektor werde ich selbst<SoftHyphen/>verständ<SoftHyphen/>lich auch dieses Projekt nach bestem Wissen und Gewissen leiten und hoffe weiterhin auf eure Hilfe. Gemeinsam werden wir auch dieses Unterfangen erfolgreich bewältigen!

Francel Haillenarte",""
52,70328,"Hallo, hier ist Augebert, der Bauleiter des Wieder<SoftHyphen/>aufbauprojekts. Für den Ausbau des Federfall-Quartiers zum Handelsbezirk müssen wir den Platz der Habenichtse von Schutt und Trümmern befreien.

Die Arbeits<SoftHyphen/>schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Herzliche Grüße
Augebert",""
53,70329,"Hallo, ich bin Eilonwy und ich kümmere mich um die Instandhaltung der Arbeitsmaterialien und Werkzeuge.
Bitte helft uns dabei, das Federfall-Quartier von Trümmern zu befreien. Dafür müssen wir:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Ich versorge euch gerne mit Reparaturmaterial, Farbstoffen und anderen praktischen Dingen.

Frohes Schaffen!
Eilonwy",""
54,70330,"Zum Gruße, werte Helferinnen und Helfer. Ich, Ludovraint, Vorstand des Ishgarder Turniers der Talente, danke euch für euren unermüdlichen Einsatz für den Wieder<SoftHyphen/>aufbau der Himmelsstadt! Ich bin schier überwältigt von eurer Tatkraft und eurer Hingabe, die ihr an den Tag legt. Weiter so! Derzeit gibt es folgende Arbeiten zu verrichten:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Und vergesst nicht, eure wohlverdienten Belohnungen für erreichte Punkte abzuholen.

Viel Erfolg!
Ludovraint",""
55,70331,"Wer kann uns im Federfall-Quartier zur Hand gehen? Folgendes steht an:

Aufräumen
1. Die letzten Trümmerteile wegschaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Ich besorge auch neue Tauschgegenstände für euch. Versprochen!

Lizbeth",""
56,70332,"Vielen Dank für eure fleißige Hilfe bei den Aufräumarbeiten im Federfall-Quartier! Als Nächstes können wir mit der Konstruktion der Wohn- und Handelsgebäude beginnen. Dabei haben wir wahrlich Großes vor!
Der Arbeitsplan gestaltet sich wie folgt:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Auf geht's, frisch ans Werk!
Augebert",""
57,70333,"Vielen Dank für die zahlreichen Lieferungen. Auf euch ist wirklich Verlass! Sicher packt ihr auch bei den folgenden Arbeiten kräftig mit an.

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Meinen herzlichsten Dank an alle Helferinnen und Helfer!
Potkin",""
58,70334,"Die Arbeiten an den Wohngebäuden gehen gut voran. Wenn ihr euch weiter so ins Zeug legt, sind wir ruckzuck fertig.
Folgende Aufgaben stehen an:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Ich hoffe auch sehr, dass die Sammler weiter Rohmaterialien für den Wieder<SoftHyphen/>aufbau vom Diadem zu uns bringen!
Flotpassant",""
59,70335,"Dank euch sind die Arbeiten im Federfall-Quartier vollständig abgeschlossen. Durch die neue Zweigstelle der Himmelsstahl-Werkstätte konnte die Produktionsleistung erheblich gesteigert werden. Großartige Arbeit, Leute! Als Nächstes wenden wir uns der Allee des Abakus zu, der seinem Namen als wichtiges Rechengerät der Händler alle Ehre machen soll. Dabei hoffen wir natürlich wieder auf eure tatkräftige Unterstützung!

Francel Haillenarte",""
60,70336,"Die Allee des Abakus soll an das Kreuzkarst-Spalier anschließen, doch wir müssen sie zuerst von Schutt und Trümmern befreien. Bitte helft uns dabei!

Die Arbeits<SoftHyphen/>schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Passt auf, dass ihr auf den schrägen Flächen nicht ausrutscht!

Augebert",""
61,70337,"Mit Kupo-Nüssen kann ich leider nicht dienen, aber Kupopons bekommt ihr weiterhin bei mir! Folgende Aufgaben stehen an:

Aufräumen
1. Die letzten Trümmerteile wegschaffen

Pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Herzlichen Dank!
Eure Lizbeth",""
62,70338,"Ehrenwerte Handwerker und Sammler, helft uns, auf der Allee des Abakus eine prächtige Statue zu errichten.
Folgende Aufgaben müssen dafür bewältigt werden:

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Ich bin schon sehr gespannt, welch wundervollen Werke ihr mit euren geschickten Händen erschaffen werdet.

Gutes Gelingen!
Ludovraint",""
63,70339,"Ein herzliches Dankeschön an alle fleißigen Helferinnen und Helfer, die bei der Allee des Abakus mitgewirkt haben! Die Arbeiten dort wurden erfolgreich abgeschlossen, sodass wir uns nun dem Raureif-Refugium zuwenden können. Dort soll eine große Unterkunft für viele Handwerker und Arbeiter Ishgards entstehen.

Das Gebäude können wir nur mit vereinten Kräften fertigstellen. Bitte unterstützt uns dabei!

Francel Haillenarte",""
64,70340,"Mit dem Raureif-Refugium entsteht eine große Unterkunft für viele Handwerker und Arbeiter. Bei den Bauarbeiten brauchen wir dringend eure Hilfe!

Die Arbeits<SoftHyphen/>schritte sind:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Werkbank verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Es ist das letzte Projekt der aktuellen Saison, also packt noch einmal kräftig mit an!

Augebert",""
65,70341,"Die Arbeiten am Raureif-Refugium sind erfolgreich abgeschlossen, und damit auch sämtliche Arbeiten der aktuellen Saison. Das war nur mit eurer unermüdlichen Hilfe möglich. Für euren Einsatz und eure Hingabe danke ich euch von ganzem Herzen! Ishgard steht zutiefst in eurer Schuld!
Ishgard plant nun, die Steuern und Abgaben für alle Produzenten und Händler in dem neuen Quartier zu senken, um die Geschäfte dort anzukurbeln. Ich hoffe, das neue Quartier wird gut angenommen und schon bald voller Leben sein.

Francel Haillenarte",""
66,0,"Die Arbeiten im westlichen Himmelsang haben begonnen!","Francel"
67,0,"Die Arbeiten an der Balladenpassage haben begonnen!","Francel"
68,0,"Die Arbeiten im östlichen Himmelsang haben begonnen!","Francel"
69,0,"Die Arbeiten am Monument der Arbeit haben begonnen!","Francel"
70,0,"Die Himmelsstadt wurde vollständig wiederaufgebaut!","Francel"
71,70342,"Liebe Helferinnen und Helfer,

dank eurer tatkräftigen Unterstützung konnte das Federfall-Quartier in Rekordzeit abgeschlossen werden. Nach und nach eröffnen immer mehr Händler aus aller Welt ihre Stände im neuen Handelszentrum der Himmelsstadt.

Als Nächstes werden wir ein kulturelles Zentrum in der Himmelsstadt errichten, das wir „Himmelsang“ getauft haben. Ich werde selbst<SoftHyphen/>verständ<SoftHyphen/>lich auch dieses Projekt nach bestem Wissen und Gewissen leiten und hoffe weiterhin auf eure Hilfe.

Francel Haillenarte",""
72,70343,"Verehrte Helfer und Helferinnen,

bevor wir mit den Wieder<SoftHyphen/>aufbauarbeiten im westlichen Himmelsang beginnen können, müssen wir das Areal zuerst von Schutt und Trümmern befreien. Bitte helft uns dabei!

Die Arbeits<SoftHyphen/>schritte sind:
1. Große Trümmer zu kleineren Stücken schlagen
2. Trümmerteile aussortieren und transportbereit machen
3. Trümmerteile zum Abladeplatz schaffen

Bitte die vorgeschriebenen Arbeitsschutzmaßnahmen beachten!

Augebert",""
73,70344,"Halone zum Gruße, werte Helferinnen und Helfer, hier schreibt Ludovraint, Vorstand des Ishgarder Turniers der Talente, in großer Vorfreude auf das gänzlich von Schutt und Unrat befreite westliche Himmelsang. Die Aufgaben:

Schutt räumen
1. Die allerletzten Trümmerteile aus dem Viertel schaffen

Straßen pflastern
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Ludovraint",""
74,70345,"Ergreift die Hämmer und Sägen, ein neues Kulturviertel wird errichtet! Nachdem das westliche Himmelsang von Schutt und Geröll befreit ist, können wir nun mit der Errichtung neuer Behausungen beginnen!

1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Stein auf Stein, Balken für Balken geht es voran!

Grüße
Augebert",""
75,70346,"Eure Schaffenskraft ist gefragt, fleißige Handwerkerinnen und Handwerker! Falls jemand fragt: Mit Kupo-Nüssen kann ich leider nicht dienen, aber Kupopons bekommt ihr weiterhin bei mir!

Dabei brauchen wir eure Hilfe:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Stein auf Stein, Balken für Balken geht es voran!

Liebe Grüße
Eure Lizbeth",""
76,70347,"Hallo, verehrte Freundinnen und Freunde des Handwerks! Das Ende der Arbeiten im westlichen Himmelsang ist in Sicht! Schneefeste Dächer werden gedeckt, prächtige Doppelfenster eingesetzt und kleine Vorgärten angelegt.

Eure Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Möge Himmelsstadt in neuer Pracht erstrahlen!
Potkin",""
