key,0,1
12,"TEXT_JOBXBM141_05496_SEQ_12",""
13,"TEXT_JOBXBM141_05496_SEQ_13",""
14,"TEXT_JOBXBM141_05496_SEQ_14",""
15,"TEXT_JOBXBM141_05496_SEQ_15",""
16,"TEXT_JOBXBM141_05496_SEQ_16",""
17,"TEXT_JOBXBM141_05496_SEQ_17",""
18,"TEXT_JOBXBM141_05496_SEQ_18",""
19,"TEXT_JOBXBM141_05496_SEQ_19",""
20,"TEXT_JOBXBM141_05496_SEQ_20",""
21,"TEXT_JOBXBM141_05496_SEQ_21",""
22,"TEXT_JOBXBM141_05496_SEQ_22",""
23,"TEXT_JOBXBM141_05496_SEQ_23",""
24,"TEXT_JOBXBM141_05496_TODO_00","Appeler le cu sith et parler à J'yhuh Tia"
25,"TEXT_JOBXBM141_05496_TODO_01","Obtenir 20 bêtes dans le bestiaire de dresseur
 et parler à J'yhuh Tia"
26,"TEXT_JOBXBM141_05496_TODO_02","Parler à Lauda"
27,"TEXT_JOBXBM141_05496_TODO_03",""
28,"TEXT_JOBXBM141_05496_TODO_04",""
29,"TEXT_JOBXBM141_05496_TODO_05",""
30,"TEXT_JOBXBM141_05496_TODO_06",""
31,"TEXT_JOBXBM141_05496_TODO_07",""
32,"TEXT_JOBXBM141_05496_TODO_08",""
33,"TEXT_JOBXBM141_05496_TODO_09",""
34,"TEXT_JOBXBM141_05496_TODO_10",""
35,"TEXT_JOBXBM141_05496_TODO_11",""
36,"TEXT_JOBXBM141_05496_TODO_12",""
37,"TEXT_JOBXBM141_05496_TODO_13",""
38,"TEXT_JOBXBM141_05496_TODO_14",""
39,"TEXT_JOBXBM141_05496_TODO_15",""
40,"TEXT_JOBXBM141_05496_TODO_16",""
41,"TEXT_JOBXBM141_05496_TODO_17",""
42,"TEXT_JOBXBM141_05496_TODO_18",""
43,"TEXT_JOBXBM141_05496_TODO_19",""
44,"TEXT_JOBXBM141_05496_TODO_20",""
45,"TEXT_JOBXBM141_05496_TODO_21",""
46,"TEXT_JOBXBM141_05496_TODO_22",""
47,"TEXT_JOBXBM141_05496_TODO_23",""
48,"TEXT_JOBXBM141_05496_LOOSEFROX_000_001","Pssshh... Pssshh... Le Dédale... Et si Loosefrox s'y frottait...<Indent/>?"
49,"TEXT_JOBXBM141_05496_JYHUHTIA_000_010","J'ai l'impression que tu as encore progressé récemment. Encore un peu et l'élève va dépasser le maîtrrre, ha ha<Indent/>!"
50,"TEXT_JOBXBM141_05496_JYHUHTIA_000_011","Plus sé<SoftHyphen/>rieu<SoftHyphen/>se<SoftHyphen/>ment, comment se porte ton cu sith<Indent/>? Appelle-le donc, je suis currrieux de le voir."
51,"TEXT_JOBXBM141_05496_JYHUHTIA_000_015","Tu veux bien appeler ton cu sith, s'il te plaît<Indent/>? J'aimerrrais voir s'il a bien repris du poil de la bête."
52,"TEXT_JOBXBM141_05496_JYHUHTIA_000_020","Bien, il m'a l'airrr en pleine forme... Mais je le sens un peu inquiet. Est-ce que c'est la suite du Dédale qui le tracasse<Indent/>?"
53,"TEXT_JOBXBM141_05496_CUSITH_000_021","Gruhuh<Indent/>!"
54,"TEXT_JOBXBM141_05496_JYHUHTIA_000_022","Ha ha<Indent/>! Il faut croirrre que je me fais du souci pour rien. Voilà une réponse claire et nette d'une bête prête à suivre son dresseur au bout du monde<Indent/>! "
55,"TEXT_JOBXBM141_05496_SYLMOND_000_023","(-Homme surpris-)Aaah<Indent/>! C'est vraiment la même bête<Indent/>!"
56,"TEXT_JOBXBM141_05496_SYLMOND_000_024","Oh, vous êtes l'<If(PlayerParameter(4))>aventurière<Else/>aventurier</If> de l'autre fois<Indent/>! Vous vous souvenez de moi<Indent/>? Je m'appelle Sylmond, c'est moi qui vous avais parlé d'une bête mystère quand on s'est croisés aux Feuilles de carline<Indent/>!"
57,"TEXT_JOBXBM141_05496_JYHUHTIA_000_025","Oh, c'est une de tes con<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ces<Indent/>? J'ai l'impression de l'avoir déjà rrrencontré quelque part..."
58,"TEXT_JOBXBM141_05496_SYLMOND_000_026","Je mourais d'envie de revoir cette bête exotique depuis la dernière fois. Quand j'ai entendu de la bouche des vigiles sombres que vous l'aviez apprivoisée et vous vous entraîniez ensemble au Bannock, je suis venu aussi vite que j'ai pu<Indent/>!"
59,"TEXT_JOBXBM141_05496_SYLMOND_000_027","Tu en as de la chance<Indent/>! On ne peut pas rêver meilleur<If(PlayerParameter(4))>e<Else/></If> partenaire<Indent/>!"
60,"TEXT_JOBXBM141_05496_CUSITH_000_028","Gruuuh<Indent/>!♪"
61,"TEXT_JOBXBM141_05496_SYLMOND_000_029","J'ai ramené un joli bout de viande au cas où j'arriverais à vous retrouver. Ça vous dérange si je lui donne<Indent/>?"
62,"TEXT_JOBXBM141_05496_SYLMOND_000_030","Je vous promets que c'est un morceau tout à fait normal<Indent/>! Je suis prêt à le goûter devant vous si jamais vous avez un doute<Indent/>!"
63,"TEXT_JOBXBM141_05496_Q1_000_000","Que dites-vous<Indent/>?"
64,"TEXT_JOBXBM141_05496_A1_000_001","Merci<Indent/>! J'en connais un qui appréciera le geste."
65,"TEXT_JOBXBM141_05496_A1_000_002","Charmante attention, mais je préfère refuser."
66,"TEXT_JOBXBM141_05496_A1_000_003","（★未使用／削除予定★）"
67,"TEXT_JOBXBM141_05496_SYLMOND_000_032","C'est vrai<Indent/>!? Ouah<Indent/>! Trop chouette<Indent/>! J'adore les bêtes, j'ai toujours rêvé de pouvoir m'en occuper."
68,"TEXT_JOBXBM141_05496_SYLMOND_000_033","（★未使用／削除予定★）"
69,"TEXT_JOBXBM141_05496_SYLMOND_000_034","Oui, je comprends... C'est une drôle de requête de la part d'un inconnu, après tout."
70,"TEXT_JOBXBM141_05496_JYHUHTIA_000_035","Et si tu troquais ton bout de viande contre un des miens<Indent/>? Ce cu sith m'a l'airrr bien affamé, il a mérité une petite récompense."
71,"TEXT_JOBXBM141_05496_JYHUHTIA_000_036","Prrrenons une pause bien méritée tous ensemble, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/><Indent/>!"
72,"TEXT_JOBXBM141_05496_SYLMOND_000_037","Merci de m'avoir laissé passer du temps en votre compagnie. Le devoir m'appelle, mais j'espère qu'on aura l'occasion de se revoir bientôt<Indent/>!"
73,"TEXT_JOBXBM141_05496_JYHUHTIA_000_038","Ce petit aparrrté m'a rappelé un point important dont j'ai parlé avec Lauda. Tu savais qu'il est possible de nourrir tes bêtes dans le Dédale<Indent/>?"
74,"TEXT_JOBXBM141_05496_JYHUHTIA_000_039","Les aliments ont toutes sortes d'effets bénéfiques qui peuvent te tirrrer d'un mauvais pas. Évite donc de laisser la nourriture moisir dans ta sacoche et offre un casse-dalle à tes compagnons de temps à autre<Indent/>!"
75,"TEXT_JOBXBM141_05496_JYHUHTIA_000_040","Tu es muette comme une carrrpe depuis tout à l'heure, Loosefrox. Que t'arrive-t-il<Indent/>? Ton dernier repas ne passe pas<Indent/>?"
76,"TEXT_JOBXBM141_05496_LOOSEFROX_000_041","Pssshh... Pssshh... Maître... Loosefrox s'est décidée<Indent/>! Elle va affronter le Dédale bestial<Indent/>!"
77,"TEXT_JOBXBM141_05496_LOOSEFROX_000_042","En tant que disciple aînée, et mentor, elle ne peut pas rester les bras croisés pendant que <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> progresse à vue d'œil. Loosefrox va prouver qu'elle est la plus forte une bonne fois pour toutes<Indent/>!"
78,"TEXT_JOBXBM141_05496_LOOSEFROX_000_043","D'abord il faut terminer le premier plateau, ce qu'elle va faire de ce pas. L'<If(PlayerParameter(4))>aventurière<Else/>aventurier</If> n'a qu'à se préparer en attendant<Indent/>!"
79,"TEXT_JOBXBM141_05496_JYHUHTIA_000_044","Que... Que s'est-il passé entrrre vous, au juste<Indent/>?"
80,"TEXT_JOBXBM141_05496_JYHUHTIA_000_045","Bah... Si jamais vous êtes <If(PlayerParameter(4))>toutes<Else/>tous</If> les deux en danger, je me lancerai dans le Dédale pour vous sortir du pétrrrin. En attendant, je préfère vous laisser régler cette histoire de rivalité entre vous."
81,"TEXT_JOBXBM141_05496_JYHUHTIA_000_046","Si tu souhaites affrrronter le deuxième plateau, et tenir la dragée haute à Loosefrox, tu auras besoin d'étoffer ton équipe. Reviens me voir lorsque tu auras capturé au moins vingt bêtes différentes."
82,"TEXT_JOBXBM141_05496_LOOSEFROX_000_048","Pssshh... Tout d'abord, le premier plateau<Indent/>!"
83,"TEXT_JOBXBM141_05496_JYHUHTIA_000_050","Pour progresser dans le Dédale bestial, il te faudrrra des compagnons aux compétences variées. Reviens donc me voir lorsque tu auras capturé au moins vingt bêtes différentes."
84,"TEXT_JOBXBM141_05496_JYHUHTIA_000_051","Parrrfait<Indent/>! Avec autant d'alliés à tes côtés, tu devrais pouvoir gagner tous les défis."
85,"TEXT_JOBXBM141_05496_JYHUHTIA_000_052","Il est temps de s'attaquer au deuxième plateau<Indent/>! Retourrrnons voir Lauda."
86,"TEXT_JOBXBM141_05496_LOOSEFROX_000_055","Pssshh<Indent/>! Loosefrox a traversé tout le premier plateau<Indent/>!"
87,"TEXT_JOBXBM141_05496_JYHUHTIA_000_060","Bats-toi sans répit<Indent/>! Je vous rrregarde at<SoftHyphen/>ten<SoftHyphen/>ti<SoftHyphen/>ve<SoftHyphen/>ment <If(PlayerParameter(4))>toutes<Else/>tous</If> les deux, prêt à intervenir si nécessaire."
88,"TEXT_JOBXBM141_05496_LAUDA_000_070","Votre amie gobeline a terminé le premier plateau avec succès. Elle a exprimé le souhait de traverser le deuxième en même temps que vous."
89,"TEXT_JOBXBM141_05496_JYHUHTIA_000_071","Que se passe-t-il quand plusieurrrs dresseurs se lancent dans le Dédale en même temps<Indent/>?"
90,"TEXT_JOBXBM141_05496_LAUDA_000_072","Chaque participant traversera un plateau différent, mais à la fin, il devra affronter une incarnation de son rival."
91,"TEXT_JOBXBM141_05496_LAUDA_000_073","Ainsi, Loosefrox devra se battre contre <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> et vice versa."
92,"TEXT_JOBXBM141_05496_JYHUHTIA_000_074","Je vois... De mon point de vue, vous m'avez l'air d'un niveau équivalent <If(PlayerParameter(4))>toutes<Else/>tous</If> les deux. Ce qui signifie qu'il faudra tout donner pour trrriompher de votre adversaire<Indent/>!"
93,"TEXT_JOBXBM141_05496_LOOSEFROX_000_075","Pssshh<Indent/>! Loosefrox ne perdra pas<Indent/>! Avec l'aide de Patatoune, elle est invincible<Indent/>! <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> n'a qu'à bien se tenir<Indent/>!"
94,"TEXT_JOBXBM141_05496_SYSTEM_000_080","Vous pouvez désormais accéder au deuxième plateau du Dédale bestial. Veuillez parler à Lauda, au ranch de Brancharquée, afin de relever cette épreuve."
95,"TEXT_JOBXBM141_05496_SYSTEM_000_081","De plus, le marchand du cornago propose de nouveaux objets à la vente<Indent/>!"
