key,0,1
12,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_004","(-Forschungslogbucheintrag-)<Emphasis>Infolge der Destabilisierung wurden dreizehn Mitarbeiter tödlich verletzt. Der Erinnerungsspeicher von vier von ihnen blieb unversehrt. Konvertierung zur Endlosigkeit konnte für sie erfolgreich abgeschlossen werden. Der Äther der restlichen neun wurde in die Wiederverwertung eingespeist.</Emphasis>"
13,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_005","(-Forschungslogbucheintrag-)<Emphasis>Keine besonderen Vorkommnisse zu verzeichnen. Kündigungsschreiben zweier Milalla-Forscher vernichtet.</Emphasis>"
14,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_006","(-Forschungslogbucheintrag-)<Emphasis>Besonderes Vorkommnis verzeichnet. Details folgen im Bericht.</Emphasis>"
15,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_007","(-Nicht abgegebener Bericht-)<Emphasis>Diese nieder<SoftHyphen/>träch<SoftHyphen/>tigen Milalla haben den Schlüssel gestohlen. Zwar gelang die Terminierung der beiden Abtrünnigen, das Artefakt hatten sie jedoch nicht mehr bei sich.</Emphasis>"
16,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_008","(-Nicht abgegebener Bericht-)<Emphasis>Der einzige Grund, warum wir bis heute an unseren Körpern festgehalten haben, besteht darin, anstelle von Meister Calyx Experimente am Schlüssel durchzuführen und so seine Erforschung voranzutreiben.</Emphasis>"
17,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_009","(-Nicht abgegebener Bericht-)<Emphasis>Doch ohne ein Forschungsobjekt sind unsere Leben nichts wert. Schon gar nicht im Vergleich zu unseren endlosen Kollegen. Meister Calyx muss so schrecklich enttäuscht von mir sein.</Emphasis>"
18,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_010","(-Nicht abgegebener Bericht-)<Emphasis>Im Angesicht meines Versagens soll diese Einrichtung nun abgeschaltet werden. Das Einzige, was uns ohne den Schlüssel noch bleibt, ist, unsere leiblichen Hüllen in Äther zu wandeln und Meister Calyx zur Verfügung zu stellen.</Emphasis>"
19,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_011","(-Nicht abgegebener Bericht-)<Emphasis>Laut dem Protokoll sind die Erinnerungen aller Mitarbeiter zwar einzusammeln, aber ob wir endlos werden oder nicht liegt allein in Meister Calyx Händen. Wer wären wir, ihm diese Entscheidung abzunehmen?</Emphasis>"
20,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_012","(-Abschaltprotokoll-)<Emphasis>Wurden alle Mitarbeiter verarbeitet, werde ich mich um die letzten Schritte zur Abschaltung der Einrichtung kümmern. Sobald dies erledigt ist, entledige ich mich ebenfalls meiner sterblichen Hülle.</Emphasis>"
21,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_013","(-Abschaltprotokoll-)<Emphasis>Solange der Schlüssel in der physischen Welt verbleibt, besteht die Möglichkeit, dass eine Inbetriebnahme der Einrichtung eines Tages wieder notwendig ist.</Emphasis>"
22,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_014","(-Abschaltprotokoll-)<Emphasis>Aufgrund dessen wird der „Schlafmodus“ aktiviert, wodurch ein Verlust wertvoller Daten und Forschungsergebnisse verhindert wird. Gleichzeitig wird der „Raum“ gegen das Eindringen Unbefugter geschützt, indem „Beistand“ anderweitig aufbewahrt wird.</Emphasis>"
23,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_015","Vielleicht steckt in dem Spind ja etwas Interessantes<Indent/>..."
24,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_016","Nun<Indent/>... Belassen wir es dabei."
25,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_020","(-Sicherung von Erinnerungen-)<Emphasis>Im Zuge der Erforschung der Endlosen haben die Wahrung und das Königshaus von Alexandria grundsätzliche Regeln festgelegt.</Emphasis>"
26,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_021","(-Sicherung von Erinnerungen-)<Emphasis>Eine davon lautet, dass keine Erinnerung kopiert werden darf.</Emphasis>"
27,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_022","(-Sicherung von Erinnerungen-)<Emphasis>Nach Kriegsende wurde jedoch auf Ersuchen der Übergangsregierung, die nach dem Untergang des Königshauses gebildet worden war, eine Ausnahme gewährt.</Emphasis>"
28,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_023","(-Sicherung von Erinnerungen-)<Emphasis>Die Ausnahme war Königin Sphene. Bei der Erschaffung ihrer Endlosen Form wurde festgelegt, dass deren Erinnerungen fortlaufend auf einem Gerät in ihrer Tiara gesichert werden.</Emphasis>"
29,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_024","(-Sicherung von Erinnerungen-)<Emphasis>Überraschenderweise war es ausgerechnet Calyx, der bis zuletzt Vorbehalte dagegen hatte.</Emphasis>"
30,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_025","(-Sicherung von Erinnerungen-)<Emphasis>Zwar sind für ihn sowohl der eigentliche Körper als auch der Körper eines Endlosen nichts weiter als ein Gefäß. Und er war bereit, un<SoftHyphen/>beschreib<SoftHyphen/>liche Experimente und Manipulationen daran durchzuführen.</Emphasis>"
31,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_026","(-Sicherung von Erinnerungen-)<Emphasis>Die Erinnerung aber war unantastbar. Sie bildet den einzigartigen, unangreifbaren Kern des Individuums und somit des Lebens.</Emphasis>"
32,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_027","(-Sicherung von Erinnerungen-)<Emphasis>Trotzdem beugte sich Calyx schließlich dem Ersuchen der Übergangsregierung. Auch innerhalb der Wahrung fanden sich Personen, die unter dem Vorwand, es handele sich lediglich um ein Experiment, den Sicherungsspeicher nutzten.</Emphasis>"
33,"TEXT_REGSAKPRESERVATIONLABODIRECTORSOFFICE_00974_SYSTEM_000_028","(-Sicherung von Erinnerungen-)<Emphasis>Calyx hat dies nie beanstandet, doch bis heute hat er nicht eine einzige Sicherungskopie seiner selbst erstellt. Ich werde mich ebenfalls an seine Maxime halten.</Emphasis>"
